alpha,bias,color_semvalue,k
0.6082444,1.0321671,0.87254846,0.036794234
0.6079702,1.0284415,0.87137485,0.036664575
0.6066034,1.0154172,0.8711181,0.036146663
0.61230457,0.9730072,0.87480515,0.035602424
0.6133725,0.94420755,0.8808645,0.034239545
0.61426175,0.9840834,0.87839675,0.033246167
0.60879785,1.01042,0.8791978,0.03451198
0.60796946,0.9740204,0.8750191,0.034796134
0.6093578,0.98546165,0.87450194,0.034680933
0.60988903,0.9562088,0.8722362,0.034674983
0.6105717,0.9550665,0.87398815,0.035294145
0.6143953,0.95657605,0.8768763,0.03349421
0.6276153,0.96141857,0.8703164,0.03324774
0.6293574,0.9298163,0.86882484,0.0343149
0.63144195,0.9007594,0.8687343,0.0350002
0.6321086,0.9007274,0.8685876,0.035441037
0.6376197,0.9482723,0.8711342,0.035767503
0.63921213,0.9563989,0.8643847,0.035634216
0.6372253,0.9541678,0.86540735,0.035349388
0.6379272,0.95635694,0.8680617,0.036963142
0.6434518,0.95749134,0.8689674,0.036516912
0.6454653,0.90987706,0.8600752,0.03800105
0.6429735,0.97226316,0.8655828,0.03635708
0.6394372,0.9898584,0.86981815,0.03342424
0.6312674,1.0127753,0.882747,0.033291224
0.62106264,1.0149639,0.87877727,0.03536157
0.62342864,1.0483434,0.8749504,0.035738643
0.62243116,1.0032961,0.878982,0.032186896
0.6225467,1.0026853,0.8796114,0.03229708
0.6217965,0.9619814,0.8774775,0.032895498
0.62002444,1.0408671,0.8732579,0.03135724
0.6204666,1.0347056,0.87165904,0.03147283
0.6100658,1.0091815,0.8824934,0.030419076
0.61033887,1.00305,0.8825491,0.031219987
0.607498,1.044947,0.8802645,0.033613823
0.608324,1.0317806,0.87823844,0.03512863
0.61594766,0.94197655,0.8772566,0.03532815
0.6164467,0.9633972,0.8770499,0.035603628
0.61608154,0.86662745,0.8762734,0.03164567
0.6116786,0.8683792,0.87904006,0.03279711
0.6102543,0.90331006,0.87033844,0.03327154
0.6122285,0.9342816,0.87103736,0.033204123
0.61004514,0.9585605,0.87927973,0.035984702
0.609254,0.9095086,0.8821948,0.036567234
0.6151001,0.921464,0.8849962,0.035671465
0.6196812,0.93055165,0.8816185,0.035140812
0.623413,0.89895725,0.8742486,0.03566551
0.6231994,0.8979799,0.87591946,0.035352893
0.6257251,0.88652277,0.8804673,0.034851626
0.6334527,0.802309,0.87842995,0.03542799
0.6410508,0.727035,0.8763358,0.037569262
0.64172155,0.73363614,0.8781286,0.038288698
0.6416139,0.7444319,0.88443726,0.038682602
0.64554566,0.7516745,0.88256097,0.03913904
0.64392835,0.7638764,0.8799487,0.03952411
0.641379,0.7459128,0.8809473,0.03998525
0.6421015,0.74223477,0.8814518,0.040101122
0.6340847,0.7562607,0.8796185,0.038496133
0.6329594,0.7262383,0.8826974,0.0386142
0.63230217,0.7015414,0.8787594,0.03940617
0.6281729,0.77249163,0.8781149,0.03915833
0.62897474,0.8275093,0.87693185,0.035854824
0.6362783,0.8566097,0.87514395,0.0354182
0.6326107,0.8507185,0.8740587,0.03558112
0.63090664,0.85606885,0.8726633,0.035083126
0.6366174,0.90960085,0.88207936,0.03761849
0.636731,0.9313015,0.880383,0.038882226
0.6334455,0.9063548,0.8763383,0.038291365
0.6337886,0.9502885,0.8718144,0.037545234
0.63339055,0.95362407,0.87437457,0.037700005
0.62896,0.96151906,0.87544996,0.039913718
0.62316555,0.9365356,0.8759104,0.04016717
0.6220781,0.9374526,0.8758768,0.0400873
0.6210156,0.9357704,0.87583023,0.039981343
0.6211694,0.9201631,0.8753251,0.03977259
0.6220483,0.9307118,0.87514246,0.04006151
0.6215654,0.944786,0.876037,0.039894167
0.619964,0.93805116,0.8683063,0.039597474
0.61975396,0.9494675,0.8681165,0.038971633
0.6224347,0.92978907,0.86685544,0.03891242
0.6230008,0.8936116,0.87180126,0.03879747
0.6188162,0.8795134,0.8800405,0.03944206
0.6143736,0.90643996,0.87953156,0.040195797
0.61774564,0.9088169,0.8808264,0.040748768
0.6207839,0.8595579,0.8803397,0.04124593
0.6222873,0.8246297,0.8843442,0.03994675
0.6227652,0.82256687,0.87616503,0.04012766
0.6236644,0.79084235,0.8721847,0.0393705
0.6244454,0.8186538,0.87178797,0.03911013
0.6236884,0.81928694,0.8721459,0.038910825
0.62482923,0.8161268,0.87335765,0.039020445
0.62514305,0.82187057,0.87231684,0.039548025
0.6257345,0.8060065,0.87295866,0.040134467
0.62595654,0.80839074,0.8729431,0.04011985
0.62337124,0.8841313,0.87647647,0.03841192
0.62263423,0.82984614,0.87403476,0.03623941
0.6310681,0.821886,0.88008064,0.03982271
0.6278148,0.81662893,0.87478966,0.03976131
0.62874496,0.84185284,0.8727882,0.03945151
0.63267493,0.8025174,0.8707714,0.03997259
0.6319924,0.80542713,0.8747639,0.039590184
0.63036144,0.750048,0.8661431,0.03978572
0.6283264,0.7175299,0.864088,0.039569505
0.6310865,0.699935,0.8638883,0.03914648
0.63158923,0.6991759,0.86317515,0.038847424
0.6298837,0.6796047,0.86195976,0.039493613
0.63165605,0.6810406,0.862681,0.04019261
0.63137645,0.7116477,0.86221105,0.040849574
0.624634,0.77029794,0.85587746,0.042189974
0.6249725,0.7653428,0.8554839,0.04179248
0.62507707,0.78938353,0.85569376,0.04196055
0.6237592,0.82995844,0.85068065,0.04296364
0.6233271,0.8688601,0.8500031,0.043883808
0.62581474,0.87841934,0.8516053,0.044599794
0.63655996,0.8242155,0.8404673,0.044338122
0.6331572,0.8129795,0.8376704,0.042217527
0.6298541,0.80118287,0.8437068,0.04179407
0.6313496,0.78874743,0.85169774,0.04168388
0.63037735,0.84086156,0.8552819,0.039584808
0.63377494,0.82188344,0.8635205,0.03739933
0.64529,0.8482497,0.86407965,0.039411694
0.6444455,0.83858657,0.8654578,0.03863857
0.64190227,0.8606365,0.86636084,0.038782697
0.6414665,0.8473352,0.86747426,0.03905953
0.6387831,0.9063806,0.87177896,0.039824322
0.63853896,0.8978587,0.8705339,0.040163107
0.63786906,0.8983412,0.869132,0.040120296
0.6320664,0.84362143,0.87393206,0.041693594
0.6283285,0.8151978,0.8741465,0.04047103
0.62611187,0.79810244,0.8731401,0.03924742
0.62795544,0.78035873,0.87115395,0.03970383
0.6272621,0.81658953,0.8725522,0.040195417
0.6218943,0.8164443,0.8735842,0.038865607
0.62122834,0.89293915,0.87905353,0.040194325
0.62025625,0.8954947,0.8797536,0.040214848
0.6221295,0.89011526,0.884218,0.039149053
0.62166613,0.8949598,0.885129,0.039051924
0.62009674,0.88122463,0.88361925,0.039185803
0.61963433,0.8766546,0.8800746,0.041239087
0.6202022,0.9229333,0.8828787,0.041757457
0.6204298,0.9470718,0.88095933,0.041822273
0.6228872,1.0125152,0.8812289,0.041584544
0.62378496,0.994317,0.87731737,0.040462125
0.6251314,0.9926799,0.8830541,0.0422892
0.6252747,0.9778826,0.88485503,0.041692864
0.6254141,0.9765045,0.88438874,0.0416573
0.6232256,0.950301,0.8848384,0.04290452
0.6239413,0.92355645,0.8828175,0.043929923
0.62254304,0.933628,0.8815822,0.04588412
0.6300696,0.9319529,0.8811188,0.046657655
0.63105094,0.9300369,0.87783664,0.04555784
0.6284839,0.95913416,0.8788346,0.047834978
0.6272426,0.9240128,0.88013786,0.047381397
0.62618494,0.8859413,0.8849154,0.043929655
0.62937224,0.8550659,0.8820543,0.043764528
0.62922704,0.81390357,0.8837118,0.04339654
0.63135815,0.83436954,0.88269556,0.04215187
0.6340124,0.8952603,0.8733372,0.040834516
0.63630116,0.92257655,0.87312144,0.040103637
0.636015,0.92160535,0.8725783,0.0411238
0.62968713,0.95590836,0.8753157,0.04115005
0.62842166,1.0125682,0.8718739,0.04091415
0.63002163,1.0151196,0.87663484,0.039822873
0.62964827,1.0043626,0.8798277,0.039202992
0.6307706,1.0101745,0.8742005,0.039118975
0.6302795,0.9675747,0.8784995,0.038327426
0.63355464,0.938264,0.8772438,0.0379833
0.6326917,1.00769,0.88129824,0.03768709
0.629652,1.0049762,0.88031155,0.038454194
0.63072884,0.99759287,0.87442535,0.03908094
0.632097,1.0019087,0.8784389,0.037865665
0.62490124,1.0047005,0.87646866,0.039681807
0.6236419,1.0042741,0.8767848,0.03963429
0.6240339,1.0376722,0.8777117,0.038204268
0.62527585,1.0675877,0.8807709,0.039339773
0.62485933,1.0561701,0.88493556,0.038938474
0.62724376,1.0355815,0.87978584,0.03844745
0.6247462,1.0329887,0.88394034,0.037359748
0.6228061,1.0493351,0.8831335,0.037345536
0.6261287,1.032092,0.88339734,0.03687916
0.6276818,1.0354104,0.87960804,0.03781339
0.6250582,0.99605805,0.8814919,0.03789572
0.6252969,0.9917821,0.88278043,0.038909096
0.6295197,0.9586229,0.8735516,0.039298147
0.6279749,0.94338495,0.8724282,0.03830626
0.6281577,0.9439551,0.8712357,0.03812711
0.6260976,0.92090535,0.8624207,0.0400051
0.62638766,0.9476054,0.8626256,0.039212305
0.6269024,0.95021856,0.8650814,0.03913912
0.6267839,0.91873115,0.8646937,0.037122283
0.6266967,0.9248465,0.8678388,0.036865715
0.6326812,0.9171464,0.8669402,0.03686978
0.6279073,0.9559228,0.8687196,0.035588723
0.6285847,1.0024642,0.86173683,0.03468011
0.62702835,0.9426315,0.85944873,0.035767257
0.6241769,0.9564353,0.8731563,0.03539733
0.6245059,0.9740968,0.8724037,0.034750674
0.62541825,1.0009859,0.87274766,0.034984615
0.6250992,0.99268234,0.8738463,0.035677798
0.6264526,1.0169784,0.87505484,0.034823786
0.63305503,0.9728796,0.8763991,0.034051836
0.6317429,0.9251967,0.872081,0.033530883
0.6263183,0.8894749,0.8670575,0.03467505
0.626243,0.9108443,0.86665654,0.035697997
0.6271583,0.8986805,0.86845416,0.03522947
0.62539923,1.0269625,0.8742306,0.03847824
0.6144039,0.9673322,0.8797719,0.037939183
0.61464787,0.99233234,0.8775554,0.03731673
0.6138973,0.9865601,0.87802905,0.036390208
0.6143928,0.9994838,0.877258,0.03622923
0.6148169,1.0836927,0.87394553,0.038656004
0.6154811,1.0374831,0.87455344,0.037234094
0.61746377,1.0176727,0.87193626,0.037477233
0.62665707,1.0413349,0.87613255,0.036326565
0.6301358,1.0196574,0.87908417,0.03784063
0.6310096,1.033692,0.877629,0.03777727
0.6349724,1.0602343,0.8808637,0.037594717
0.6305338,1.0381215,0.8725154,0.03516003
0.6199916,1.0088068,0.87001985,0.03475495
0.6181042,1.0178767,0.8703029,0.03423287
0.6170827,1.0277958,0.8710719,0.03379841
0.61721075,1.0284463,0.87364733,0.03369038
0.6142944,1.0436192,0.8775605,0.0339339
0.6176667,1.0931544,0.8727333,0.03362614
0.6199629,1.098168,0.8744755,0.03517064
0.6228943,1.0923048,0.8765313,0.034878276
0.62732106,1.065111,0.87974906,0.033924904
0.62678885,1.0908796,0.87675595,0.034309078
0.62954164,1.046047,0.8825933,0.033891015
0.6294147,1.055101,0.88169926,0.03391558
0.6303758,1.0364246,0.8838384,0.034270324
0.6153177,1.0849103,0.87968624,0.032590654
0.6111225,1.118593,0.87525415,0.032398842
0.6074332,1.1190989,0.8750123,0.03336986
0.6069864,1.1198045,0.8723367,0.03202017
0.6075197,1.0728967,0.8701062,0.031018121
0.60335606,1.0665605,0.8723558,0.030688846
0.6033737,1.0577369,0.8831231,0.030384038
0.60416067,1.0411752,0.8842277,0.030040335
0.605328,1.0426913,0.88065994,0.030390374
0.6054443,1.0439175,0.8820198,0.030395642
0.60682064,1.0199841,0.8819654,0.030085795
0.6041459,1.0364697,0.88257587,0.029908221
0.604917,1.0336074,0.88055795,0.030061902
0.60603434,1.056933,0.883404,0.030174185
0.60640484,1.0659652,0.8807006,0.030792026
0.60535026,1.0919043,0.88266444,0.03168528
0.60672307,1.0595276,0.8816805,0.031305145
0.6091023,1.0551155,0.8836335,0.03240055
0.60909593,1.0527298,0.8845459,0.03267179
0.6090137,1.0597097,0.8836676,0.03273058
0.6094943,1.0597427,0.8838299,0.032816563
0.6092893,1.0643454,0.8839609,0.032971244
0.60917914,1.0970126,0.8834527,0.031265926
0.6089447,1.1027972,0.8806079,0.029911293
0.6086315,1.1019572,0.8825193,0.029470501
0.6091567,1.11896,0.88377035,0.029102577
0.6139784,1.0295781,0.884904,0.028477883
0.61380357,1.0317475,0.8849906,0.028443728
0.6142457,1.0126137,0.8822004,0.028337345
0.61053187,0.98657835,0.8823833,0.028397584
0.60931766,0.9977269,0.8851519,0.028292948
0.61171603,0.9736589,0.88239276,0.02819621
0.6125639,0.91125417,0.87464654,0.02805345
0.61076635,0.9015331,0.88133776,0.027966483
0.6106493,0.8786014,0.87758183,0.025640748
0.6104283,0.8795598,0.87747264,0.025663521
0.61063933,0.88873464,0.8733761,0.025620697
0.6111447,0.8784862,0.8717199,0.02580997
0.6055457,0.94395757,0.86817825,0.02687405
0.6078382,0.9457702,0.87133574,0.028146733
0.60848695,0.921871,0.87238204,0.027067872
0.60997015,0.9268576,0.87693447,0.02739432
0.61180687,0.9695358,0.8796548,0.027270505
0.60696274,0.96036744,0.8778809,0.028171264
0.6073897,0.9612809,0.8785594,0.028257947
0.6078967,0.96972907,0.8730555,0.02815759
0.60723203,0.97101206,0.8749315,0.028293885
0.6017441,0.93654627,0.87407786,0.027135389
0.6020639,0.93034905,0.87388563,0.02632137
0.60223997,0.939252,0.8750738,0.026458379
0.6035334,1.0121312,0.8808198,0.02471718
0.60501164,1.0143548,0.88019663,0.02498561
0.60533834,1.0541158,0.87856656,0.025644522
0.6049883,1.1380477,0.8764947,0.026225379
0.60390157,1.1174065,0.8811163,0.027007377
0.6061725,1.1841037,0.8728058,0.027407443
0.6060922,1.1810778,0.8710559,0.02758605
0.6057517,1.2184491,0.87194973,0.027530845
0.6051578,1.222824,0.8722746,0.027617047
0.6024125,1.1379404,0.88294065,0.02839396
0.6104978,1.1169964,0.8822071,0.029836213
0.6159914,1.051481,0.8807728,0.028494062
0.6196969,1.0639518,0.87824404,0.028842116
0.6274954,1.1243142,0.8815167,0.027986258
0.62602997,1.0967119,0.88313276,0.02875536
0.6313357,1.0509677,0.8846538,0.029169053
0.63195646,1.0394818,0.8830369,0.028232517
0.62978035,1.076891,0.88251287,0.028562594
0.62990624,1.0780072,0.88242584,0.02854216
0.6301353,1.0715082,0.8826351,0.028592467
0.6288481,1.0604985,0.88182193,0.028902825
0.62498426,1.0283232,0.8791155,0.030117778
0.62702787,0.98914194,0.87500995,0.029819313
0.62545717,1.0072432,0.8715757,0.029858815
0.6149367,1.0875853,0.8707598,0.03131735
0.6138793,1.1376338,0.8718159,0.03226992
0.612563,1.159885,0.87399626,0.033920236
0.61271054,1.1530495,0.8759071,0.03420963
0.6150452,1.1981424,0.87453985,0.035541177
0.6097388,1.2294815,0.8723775,0.03223461
0.607993,1.1492813,0.8825729,0.03308693
0.6066912,1.0939239,0.8795103,0.032722037
0.6046928,1.1165677,0.8806252,0.03324086
0.59883124,1.1133835,0.8798138,0.033206135
0.59957665,1.1169839,0.88108516,0.033316232
0.59812564,1.1734387,0.8692157,0.0348844
0.6030406,1.1653932,0.86740774,0.034386694
0.60373604,1.1558789,0.86632395,0.034177613
0.6049974,1.1351887,0.8667408,0.033453953
0.6110935,1.1240795,0.8706544,0.036062818
0.60995084,1.126363,0.86720616,0.03517761
0.6116079,1.1275605,0.87077755,0.035206974
0.6110321,1.1279114,0.87201554,0.035030264
0.6117909,1.1642213,0.87791824,0.035103608
0.61460745,1.1978825,0.87777925,0.034935247
0.6159098,1.1798209,0.8782284,0.035262752
0.6173987,1.1628778,0.8746474,0.03589937
0.61753595,1.197188,0.8731791,0.03622589
0.61226135,1.1725417,0.8757067,0.035811085
0.6132418,1.1925443,0.8750257,0.035915203
0.610037,1.2307724,0.8743413,0.03713137
0.60983694,1.2206692,0.8768509,0.036623634
0.61500186,1.265861,0.8784028,0.035448268
0.6151042,1.3162736,0.87759817,0.03490099
0.6026823,1.2356933,0.87744355,0.033651497
0.6032284,1.1976112,0.8747734,0.03447962
0.60485923,1.1985326,0.8747493,0.035234682
0.60476637,1.205218,0.87627685,0.036786757
0.6155339,1.2148753,0.8737786,0.037965935
0.61432886,1.224663,0.87113476,0.037981767
0.614741,1.212772,0.8718798,0.037879262
0.618029,1.190724,0.8708883,0.03730519
0.61722696,1.1791118,0.871865,0.037027474
0.61599785,1.2224185,0.87079465,0.037588492
0.6188994,1.1949267,0.87912077,0.039326817
0.6170478,1.1713731,0.8775078,0.03941191
0.61362445,1.1642095,0.8811459,0.036753982
0.6080983,1.1684124,0.8846493,0.036997445
0.6143218,1.1934804,0.8759608,0.03636673
0.6142844,1.2004428,0.87550116,0.03608132
0.60640025,1.1920996,0.8810666,0.036352713
0.6059279,1.2066956,0.88429034,0.03664671
0.6060525,1.2037395,0.8848831,0.036851592
0.61958605,1.2366561,0.8805947,0.034192048
0.61121273,1.2680446,0.8720725,0.034349963
0.612911,1.2875388,0.8730152,0.033404887
0.6078198,1.2991751,0.8704509,0.032418028
0.60375756,1.3771616,0.86765814,0.03407612
0.6072956,1.396004,0.8712052,0.034368675
0.60478526,1.3958316,0.87318027,0.03263245
0.6033349,1.3924662,0.8709603,0.033337623
0.6043427,1.3757393,0.87168515,0.032998644
0.6044349,1.3774872,0.8672637,0.03221018
0.61242247,1.338146,0.8640585,0.032448746
0.6127475,1.3165407,0.86584127,0.03293614
0.6141609,1.3051744,0.8695723,0.030786894
0.6174727,1.32999,0.8708851,0.031389162
0.61957884,1.3222227,0.87041473,0.032064207
0.60972214,1.3311597,0.8722295,0.031600747
0.612824,1.335105,0.87128913,0.03130237
0.61303186,1.3325045,0.87364846,0.031393934
0.6176254,1.2695154,0.879471,0.03149684
0.6196234,1.3107742,0.88199085,0.031460345
0.6257006,1.2881373,0.8792234,0.03310571
0.6276453,1.2837257,0.88090503,0.032240473
0.62509054,1.2850108,0.8841068,0.03344437
0.63095075,1.2943522,0.88373667,0.033228297
0.63053983,1.2930447,0.8846375,0.03311669
0.6300686,1.2909026,0.8850902,0.033135682
0.62813705,1.308123,0.8780911,0.034494337
0.6291363,1.2897894,0.87152123,0.03430632
0.6215883,1.1618036,0.8677583,0.03601092
0.6204489,1.1597027,0.8660544,0.03584163
0.62195444,1.1695952,0.866651,0.036339115
0.6214415,1.1357462,0.85710007,0.036061402
0.62513727,1.0682236,0.8516479,0.03514007
0.620047,1.0463839,0.85405433,0.034624856
0.614657,1.057994,0.85795987,0.033386495
0.61533314,1.0392152,0.86208415,0.03367167
0.61965925,0.9576886,0.8623816,0.033498425
0.6182254,0.9704487,0.8590044,0.034572884
0.6183209,1.0503364,0.86213315,0.034638066
0.6213754,1.0645524,0.8669277,0.035310227
0.62745005,1.0667305,0.8675629,0.035605002
0.6265766,1.1036737,0.8711231,0.034897
0.62420696,1.0961919,0.87080014,0.034397725
0.62461895,1.1085715,0.86427784,0.03555675
0.62190515,1.1015303,0.8661555,0.03570599
0.6242043,1.068161,0.8708664,0.036064178
0.62542695,1.0306385,0.8678427,0.036743533
0.62328845,0.98304355,0.8782326,0.03715047
0.6192046,1.0423373,0.87870777,0.035179578
0.62562853,1.0351431,0.8773028,0.036538024
0.62535536,1.0578448,0.8778385,0.03629065
0.62556654,1.0097634,0.8770311,0.036281094
0.62481004,1.0070374,0.8782033,0.03627122
0.626522,1.0000975,0.87570643,0.037364274
0.6292762,0.9677802,0.88270485,0.035690736
0.6294785,0.9691246,0.8813799,0.035384797
0.6212222,0.92241544,0.8768842,0.03514688
0.6227018,0.91868824,0.8806145,0.03609173
0.625829,0.91592777,0.8811535,0.03522536
0.62683773,0.91784215,0.87888277,0.03520044
0.6182573,0.99710864,0.8764251,0.035839073
0.61912996,0.9633765,0.87908435,0.037117682
0.6218711,0.9791553,0.8778046,0.036285687
0.6207116,0.97925323,0.87248784,0.03726794
0.61948663,0.9623416,0.87337995,0.036918644
0.61994445,0.9801686,0.87551045,0.03706859
0.61793256,0.9848485,0.87420994,0.03588543
0.6193992,0.9937377,0.8754974,0.03588465
0.6166469,0.9933726,0.8819729,0.035806153
0.61674595,0.9853731,0.8780738,0.035649337
0.61707115,1.0025332,0.88020223,0.03598191
0.62044173,0.99963754,0.87801766,0.033550274
0.62544817,0.9902967,0.88015217,0.034561045
0.62570244,0.9623092,0.87734246,0.035104737
0.62741727,0.9465469,0.87478536,0.034696914
0.6190947,1.0347503,0.8758594,0.034794718
0.61726034,1.0576701,0.876517,0.03601898
0.61591804,1.0458112,0.8741076,0.035086684
0.61903137,1.051283,0.87659544,0.035640378
0.6188301,1.0449986,0.8784943,0.035257306
0.6259246,1.0954792,0.87486434,0.036500044
0.62686646,1.0581429,0.87846684,0.0344105
0.61692935,0.99691814,0.8791804,0.034883767
0.6199025,0.9964833,0.8781549,0.034515876
0.61813027,1.0198183,0.874761,0.035108257
0.61967665,1.0921333,0.88336134,0.034845322
0.62011427,1.0974346,0.8790349,0.03406002
0.6191216,1.0494261,0.8810912,0.03407035
0.62044036,1.0276021,0.88003826,0.03460451
0.6202863,1.009388,0.88259184,0.034511376
0.6204808,0.98251826,0.8810339,0.03448194
0.6180851,0.96334136,0.8832628,0.03517456
0.6178456,0.96361345,0.88390714,0.035116125
0.61717683,0.9753244,0.8851116,0.03522739
0.61820614,0.9737172,0.8846562,0.035917886
0.61501807,0.9725356,0.8837712,0.034994856
0.6156816,0.964677,0.88464695,0.03524736
0.6186654,0.9653685,0.88452333,0.036478404
0.6196363,0.9735804,0.8840284,0.037082907
0.6195872,0.9734455,0.8837904,0.037039116
0.614591,1.0101972,0.88206315,0.035729706
0.6166097,0.99496293,0.8761196,0.03647076
0.61799747,1.0091052,0.8740458,0.0361361
0.6187885,0.9757625,0.8719709,0.0358303
0.61943316,0.97402835,0.87139237,0.035947654
0.6176617,0.9724118,0.8712549,0.035216168
0.62297624,0.9663074,0.8680627,0.03599018
0.6229175,0.9701039,0.87449247,0.036205884
0.62709475,0.9242439,0.8762037,0.036932692
0.6313458,0.96061736,0.8713859,0.03473868
0.6298344,0.95951515,0.86944914,0.034466993
0.627298,0.9906898,0.86866117,0.033222772
0.6254396,0.9795256,0.8675311,0.032907903
0.62563235,1.000684,0.8674661,0.032263815
0.6198428,1.0063394,0.8585259,0.031967208
0.61823714,1.0080161,0.855997,0.032367166
0.61930394,1.0835297,0.85375524,0.03234119
0.6193432,1.0840862,0.8557509,0.032809407
0.61412233,1.15751,0.86169803,0.03035201
0.6140099,1.1403873,0.8656624,0.03257436
0.6115268,1.1001506,0.8695217,0.034859736
0.61206496,1.074296,0.8704873,0.034600463
0.6126592,1.1051323,0.87727636,0.035482023
0.609877,1.1737863,0.8724671,0.037284676
0.61022043,1.1573956,0.87098044,0.037402146
0.61090904,1.1706417,0.8723348,0.037774194
0.6113997,1.1746011,0.8709714,0.037805013
0.61509246,1.1686248,0.8702473,0.03687248
0.61654794,1.1723087,0.8739269,0.035577632
0.61987674,1.1491499,0.8724925,0.03471098
0.6189476,1.18282,0.8729649,0.03494114
0.61981475,1.1347953,0.88065356,0.037784714
0.6160156,1.135471,0.8822651,0.040150646
0.6164782,1.1332107,0.88185763,0.039976813
0.6161249,1.1295083,0.8816485,0.040141344
0.6132653,1.1196644,0.8762232,0.037195593
0.6205127,1.0850623,0.8663564,0.036227662
0.624797,1.0716562,0.8699552,0.038314596
0.62500364,1.055939,0.8604381,0.039625455
0.6248686,1.0830339,0.86169744,0.03839194
0.62539625,1.0899426,0.86217856,0.038664784
0.6251125,1.075301,0.8598325,0.03934726
0.6192392,1.06036,0.8733558,0.03968269
0.61774284,1.0656608,0.87424517,0.039865416
0.61732966,1.0538851,0.87419516,0.0400812
0.6296313,1.0336322,0.87593365,0.043088097
0.6326006,1.0188863,0.87924737,0.043650005
0.6490388,1.0732859,0.87281674,0.045646876
0.6467229,1.0772324,0.8760653,0.04418158
0.6499931,1.0576631,0.8719912,0.043515097
0.64760906,1.0176846,0.8700555,0.04376769
0.6516737,1.0161144,0.87496394,0.043218456
0.6515098,1.0097029,0.8726006,0.044235818
0.654306,1.0141003,0.8714934,0.044509694
0.6544558,1.0105885,0.87140733,0.044532288
0.6527967,1.001689,0.8706788,0.044518266
0.65507406,1.0215195,0.8775177,0.044453263
0.6526436,0.99000067,0.87164634,0.043291233
0.6530034,0.98618793,0.87188154,0.04334586
0.6535661,0.95937693,0.8698032,0.041824337
0.65478075,0.936386,0.8734784,0.041652493
0.6551944,0.9354979,0.8719615,0.041935425
0.6505843,0.8978237,0.8678343,0.04291218
0.6574224,0.951595,0.878515,0.04166422
0.65679055,1.0052747,0.8807161,0.0413148
0.65677327,1.006947,0.88181055,0.041430037
0.6495259,1.0352808,0.87948495,0.040278263
0.64986813,1.0137053,0.8806826,0.04014133
0.6493554,1.0157319,0.8798581,0.03943173
0.6447152,0.9585809,0.88079107,0.038295746
0.6504338,0.88483167,0.86484945,0.03787426
0.651328,0.90370893,0.8730353,0.037828274
0.65111524,0.94518584,0.8738442,0.03647842
0.6455461,0.9048188,0.8734727,0.0367714
0.6495862,0.9159674,0.875045,0.037295245
0.6483304,0.8913865,0.8710539,0.037397094
0.6473955,0.8849225,0.87037534,0.03715018
0.64713347,0.8847458,0.8755548,0.037096925
0.6539165,0.8756799,0.87033117,0.036908533
0.6525973,0.85027146,0.86933583,0.035751067
0.6541771,0.855969,0.86903733,0.035710745
0.6466472,0.9593288,0.8695008,0.035480116
