"","item","text","surprisal","idx"
"62","großer_grauer_Aufkleber","grauer","12.9785515367985","2"
"63","großer_grauer_Aufkleber","Aufkleber","14.0104666948318","3"
"64","großer_grauer_Aufkleber","großer","7.04664850234985","4"
"65","großer_grauer_Aufkleber","grauer","12.9785515367985","5"
"66","großer_grauer_Aufkleber","Aufkleber","14.0104666948318","6"
"67","grauer_großer_Aufkleber","grauer","16.8235158920288","1"
"68","grauer_großer_Aufkleber","großer","14.2759399414062","2"
"69","grauer_großer_Aufkleber","Aufkleber","12.4642184972763","3"
"70","grauer_großer_Aufkleber","grauer","16.8235158920288","4"
"71","grauer_großer_Aufkleber","großer","14.2759399414062","5"
"72","grauer_großer_Aufkleber","Aufkleber","12.4642184972763","6"
"73","großer_orangener_Aufkleber","großer","7.04664850234985","1"
"74","großer_orangener_Aufkleber","orangener","15.7244075536728","2"
"75","großer_orangener_Aufkleber","Aufkleber","10.2753728032112","3"
"76","großer_orangener_Aufkleber","großer","7.04664850234985","4"
"77","großer_orangener_Aufkleber","orangener","15.7244075536728","5"
"78","großer_orangener_Aufkleber","Aufkleber","10.2753728032112","6"
"79","orangener_großer_Aufkleber","orangener","26.4074530601501","1"
"80","orangener_großer_Aufkleber","großer","15.0782032012939","2"
"81","orangener_großer_Aufkleber","Aufkleber","12.7602568864822","3"
"82","orangener_großer_Aufkleber","orangener","26.4074530601501","4"
"83","orangener_großer_Aufkleber","großer","15.0782032012939","5"
"84","orangener_großer_Aufkleber","Aufkleber","12.7602568864822","6"
"85","großer_gelber_Aufkleber","großer","7.04664850234985","1"
"86","großer_gelber_Aufkleber","gelber","16.2829123735428","2"
"87","großer_gelber_Aufkleber","Aufkleber","11.2998623996973","3"
"88","großer_gelber_Aufkleber","großer","7.04664850234985","4"
"89","großer_gelber_Aufkleber","gelber","16.2829123735428","5"
"90","großer_gelber_Aufkleber","Aufkleber","11.2998623996973","6"
"91","gelber_großer_Aufkleber","gelber","16.6560769081116","1"
"92","gelber_großer_Aufkleber","großer","14.1729335784912","2"
"93","gelber_großer_Aufkleber","Aufkleber","11.3960237503052","3"
"94","gelber_großer_Aufkleber","gelber","16.6560769081116","4"
"95","gelber_großer_Aufkleber","großer","14.1729335784912","5"
"96","gelber_großer_Aufkleber","Aufkleber","11.3960237503052","6"
"97","großer_lilaner_Aufkleber","großer","7.04664850234985","1"
"98","großer_lilaner_Aufkleber","lilaner","29.8694643974304","2"
"99","großer_lilaner_Aufkleber","Aufkleber","17.1535301208496","3"
"100","großer_lilaner_Aufkleber","großer","7.04664850234985","4"
"101","großer_lilaner_Aufkleber","lilaner","29.8694643974304","5"
"102","großer_lilaner_Aufkleber","Aufkleber","17.1535301208496","6"
"103","lilaner_großer_Aufkleber","lilaner","35.7932224273682","1"
"104","lilaner_großer_Aufkleber","großer","16.2023773193359","2"
"105","lilaner_großer_Aufkleber","Aufkleber","16.7874641418457","3"
"106","lilaner_großer_Aufkleber","lilaner","35.7932224273682","4"
"107","lilaner_großer_Aufkleber","großer","16.2023773193359","5"
"108","lilaner_großer_Aufkleber","Aufkleber","16.7874641418457","6"
"109","großer_blauer_Aufkleber","großer","7.04664850234985","1"
"110","großer_blauer_Aufkleber","blauer","13.3174580782652","2"
"111","großer_blauer_Aufkleber","Aufkleber","10.6167461276054","3"
"112","großer_blauer_Aufkleber","großer","7.04664850234985","4"
"113","großer_blauer_Aufkleber","blauer","13.3174580782652","5"
"114","großer_blauer_Aufkleber","Aufkleber","10.6167461276054","6"
"115","blauer_großer_Aufkleber","blauer","19.3421506881714","1"
"116","blauer_großer_Aufkleber","großer","13.9466466903687","2"
"117","blauer_großer_Aufkleber","Aufkleber","11.2587494850159","3"
"118","blauer_großer_Aufkleber","blauer","19.3421506881714","4"
"119","blauer_großer_Aufkleber","großer","13.9466466903687","5"
"120","blauer_großer_Aufkleber","Aufkleber","11.2587494850159","6"
"121","dreieckiger_schwarzer_Aufkleber","dreieckiger","20.2885751724243","1"
"122","dreieckiger_schwarzer_Aufkleber","schwarzer","10.0276288986206","2"
"123","dreieckiger_schwarzer_Aufkleber","Aufkleber","11.498361825943","3"
"124","dreieckiger_schwarzer_Aufkleber","dreieckiger","20.2885751724243","4"
"125","dreieckiger_schwarzer_Aufkleber","schwarzer","10.0276288986206","5"
"126","dreieckiger_schwarzer_Aufkleber","Aufkleber","11.498361825943","6"
"127","schwarzer_dreieckiger_Aufkleber","schwarzer","30.6256628036499","1"
"128","schwarzer_dreieckiger_Aufkleber","dreieckiger","15.9108760803938","2"
"129","schwarzer_dreieckiger_Aufkleber","Aufkleber","9.72811219096184","3"
"130","schwarzer_dreieckiger_Aufkleber","schwarzer","30.6256628036499","4"
"131","schwarzer_dreieckiger_Aufkleber","dreieckiger","15.9108760803938","5"
"132","schwarzer_dreieckiger_Aufkleber","Aufkleber","9.72811219096184","6"
"133","dreieckiger_grauer_Aufkleber","dreieckiger","20.2885751724243","1"
"134","dreieckiger_grauer_Aufkleber","grauer","11.9567817151546","2"
"135","dreieckiger_grauer_Aufkleber","Aufkleber","14.2293553352356","3"
"136","dreieckiger_grauer_Aufkleber","dreieckiger","20.2885751724243","4"
"137","dreieckiger_grauer_Aufkleber","grauer","11.9567817151546","5"
"138","dreieckiger_grauer_Aufkleber","Aufkleber","14.2293553352356","6"
"139","grauer_dreieckiger_Aufkleber","grauer","16.8235158920288","1"
"140","grauer_dreieckiger_Aufkleber","dreieckiger","14.2666411474347","2"
"141","grauer_dreieckiger_Aufkleber","Aufkleber","10.404894053936","3"
"142","grauer_dreieckiger_Aufkleber","grauer","16.8235158920288","4"
"143","grauer_dreieckiger_Aufkleber","dreieckiger","14.2666411474347","5"
"144","grauer_dreieckiger_Aufkleber","Aufkleber","10.404894053936","6"
"145","dreieckiger_orangener_Aufkleber","dreieckiger","20.2885942459106","1"
"146","dreieckiger_orangener_Aufkleber","orangener","18.5361960232258","2"
"147","dreieckiger_orangener_Aufkleber","Aufkleber","10.3242817819118","3"
"148","dreieckiger_orangener_Aufkleber","dreieckiger","20.2885942459106","4"
"149","dreieckiger_orangener_Aufkleber","orangener","18.5361960232258","5"
"150","dreieckiger_orangener_Aufkleber","Aufkleber","10.3242817819118","6"
"151","orangener_dreieckiger_Aufkleber","orangener","26.4074530601501","1"
"152","orangener_dreieckiger_Aufkleber","dreieckiger","19.6879249662161","2"
"153","orangener_dreieckiger_Aufkleber","Aufkleber","10.4382992982864","3"
"154","orangener_dreieckiger_Aufkleber","orangener","26.4074530601501","4"
"155","orangener_dreieckiger_Aufkleber","dreieckiger","19.6879249662161","5"
"156","orangener_dreieckiger_Aufkleber","Aufkleber","10.4382992982864","6"
"157","dreieckiger_gelber_Aufkleber","dreieckiger","20.2885751724243","1"
"158","dreieckiger_gelber_Aufkleber","gelber","13.7682535350323","2"
"159","dreieckiger_gelber_Aufkleber","Aufkleber","12.3103469610214","3"
"160","dreieckiger_gelber_Aufkleber","dreieckiger","20.2885751724243","4"
"161","dreieckiger_gelber_Aufkleber","gelber","13.7682535350323","5"
"162","dreieckiger_gelber_Aufkleber","Aufkleber","12.3103469610214","6"
"163","gelber_dreieckiger_Aufkleber","gelber","16.6560769081116","1"
"164","gelber_dreieckiger_Aufkleber","dreieckiger","13.881120622158","2"
"165","gelber_dreieckiger_Aufkleber","Aufkleber","11.3671696186066","3"
"166","gelber_dreieckiger_Aufkleber","gelber","16.6560769081116","4"
"167","gelber_dreieckiger_Aufkleber","dreieckiger","13.881120622158","5"
"168","gelber_dreieckiger_Aufkleber","Aufkleber","11.3671696186066","6"
"169","dreieckiger_lilaner_Aufkleber","dreieckiger","20.2885942459106","1"
"170","dreieckiger_lilaner_Aufkleber","lilaner","31.5784635543823","2"
"171","dreieckiger_lilaner_Aufkleber","Aufkleber","15.5656409263611","3"
"172","dreieckiger_lilaner_Aufkleber","dreieckiger","20.2885942459106","4"
"173","dreieckiger_lilaner_Aufkleber","lilaner","31.5784635543823","5"
"174","dreieckiger_lilaner_Aufkleber","Aufkleber","15.5656409263611","6"
"175","lilaner_dreieckiger_Aufkleber","lilaner","35.7932224273682","1"
"176","lilaner_dreieckiger_Aufkleber","dreieckiger","25.102481842041","2"
"177","lilaner_dreieckiger_Aufkleber","Aufkleber","12.0124802589417","3"
"178","lilaner_dreieckiger_Aufkleber","lilaner","35.7932224273682","4"
"179","lilaner_dreieckiger_Aufkleber","dreieckiger","25.102481842041","5"
"180","lilaner_dreieckiger_Aufkleber","Aufkleber","12.0124802589417","6"
"181","dreieckiger_blauer_Aufkleber","dreieckiger","20.2885751724243","1"
"182","dreieckiger_blauer_Aufkleber","blauer","11.7357692420483","2"
"183","dreieckiger_blauer_Aufkleber","Aufkleber","13.7796547412872","3"
"184","dreieckiger_blauer_Aufkleber","dreieckiger","20.2885751724243","4"
"185","dreieckiger_blauer_Aufkleber","blauer","11.7357692420483","5"
"186","dreieckiger_blauer_Aufkleber","Aufkleber","13.7796547412872","6"
"187","blauer_dreieckiger_Aufkleber","blauer","19.3421506881714","1"
"188","blauer_dreieckiger_Aufkleber","dreieckiger","17.5991805195808","2"
"189","blauer_dreieckiger_Aufkleber","Aufkleber","10.9181884527206","3"
"190","blauer_dreieckiger_Aufkleber","blauer","19.3421506881714","4"
"191","blauer_dreieckiger_Aufkleber","dreieckiger","17.5991805195808","5"
"192","blauer_dreieckiger_Aufkleber","Aufkleber","10.9181884527206","6"
"193","sternförmiger_schwarzer_Aufkleber","sternförmiger","28.6901063919067","1"
"194","sternförmiger_schwarzer_Aufkleber","schwarzer","9.32506465911865","2"
"195","sternförmiger_schwarzer_Aufkleber","Aufkleber","12.6291688084602","3"
"196","sternförmiger_schwarzer_Aufkleber","sternförmiger","28.6901063919067","4"
"197","sternförmiger_schwarzer_Aufkleber","schwarzer","9.32506465911865","5"
"198","sternförmiger_schwarzer_Aufkleber","Aufkleber","12.6291688084602","6"
"199","schwarzer_sternförmiger_Aufkleber","schwarzer","30.6256628036499","1"
"200","schwarzer_sternförmiger_Aufkleber","sternförmiger","21.5737431049347","2"
"201","schwarzer_sternförmiger_Aufkleber","Aufkleber","12.5634429454803","3"
"202","schwarzer_sternförmiger_Aufkleber","schwarzer","30.6256628036499","4"
"203","schwarzer_sternförmiger_Aufkleber","sternförmiger","21.5737431049347","5"
"204","schwarzer_sternförmiger_Aufkleber","Aufkleber","12.5634429454803","6"
"205","sternförmiger_grauer_Aufkleber","sternförmiger","28.6901063919067","1"
"206","sternförmiger_grauer_Aufkleber","grauer","11.72405564785","2"
"207","sternförmiger_grauer_Aufkleber","Aufkleber","15.4488618373871","3"
"208","sternförmiger_grauer_Aufkleber","sternförmiger","28.6901063919067","4"
"209","sternförmiger_grauer_Aufkleber","grauer","11.72405564785","5"
"210","sternförmiger_grauer_Aufkleber","Aufkleber","15.4488618373871","6"
"211","grauer_sternförmiger_Aufkleber","grauer","16.8235158920288","1"
"212","grauer_sternförmiger_Aufkleber","sternförmiger","20.0783364772797","2"
"213","grauer_sternförmiger_Aufkleber","Aufkleber","14.6446299552917","3"
"214","grauer_sternförmiger_Aufkleber","grauer","16.8235158920288","4"
"215","grauer_sternförmiger_Aufkleber","sternförmiger","20.0783364772797","5"
"216","grauer_sternförmiger_Aufkleber","Aufkleber","14.6446299552917","6"
"217","sternförmiger_orangener_Aufkleber","sternförmiger","28.6901063919067","1"
"218","sternförmiger_orangener_Aufkleber","orangener","20.8006036281586","2"
"219","sternförmiger_orangener_Aufkleber","Aufkleber","10.9606602787971","3"
"220","sternförmiger_orangener_Aufkleber","sternförmiger","28.6901063919067","4"
"221","sternförmiger_orangener_Aufkleber","orangener","20.8006036281586","5"
"222","sternförmiger_orangener_Aufkleber","Aufkleber","10.9606602787971","6"
"223","orangener_sternförmiger_Aufkleber","orangener","26.4074578285217","1"
"224","orangener_sternförmiger_Aufkleber","sternförmiger","22.7594710588455","2"
"225","orangener_sternförmiger_Aufkleber","Aufkleber","12.8604147434235","3"
"226","orangener_sternförmiger_Aufkleber","orangener","26.4074578285217","4"
"227","orangener_sternförmiger_Aufkleber","sternförmiger","22.7594710588455","5"
"228","orangener_sternförmiger_Aufkleber","Aufkleber","12.8604147434235","6"
"229","sternförmiger_gelber_Aufkleber","sternförmiger","28.6901063919067","1"
"230","sternförmiger_gelber_Aufkleber","gelber","13.1959394514561","2"
"231","sternförmiger_gelber_Aufkleber","Aufkleber","12.7369202971458","3"
"232","sternförmiger_gelber_Aufkleber","sternförmiger","28.6901063919067","4"
"233","sternförmiger_gelber_Aufkleber","gelber","13.1959394514561","5"
"234","sternförmiger_gelber_Aufkleber","Aufkleber","12.7369202971458","6"
"235","gelber_sternförmiger_Aufkleber","gelber","16.6560769081116","1"
"236","gelber_sternförmiger_Aufkleber","sternförmiger","22.9217884540558","2"
"237","gelber_sternförmiger_Aufkleber","Aufkleber","13.1990971565247","3"
"238","gelber_sternförmiger_Aufkleber","gelber","16.6560769081116","4"
"239","gelber_sternförmiger_Aufkleber","sternförmiger","22.9217884540558","5"
"240","gelber_sternförmiger_Aufkleber","Aufkleber","13.1990971565247","6"
"241","sternförmiger_lilaner_Aufkleber","sternförmiger","28.6901063919067","1"
"242","sternförmiger_lilaner_Aufkleber","lilaner","28.5056524276733","2"
"243","sternförmiger_lilaner_Aufkleber","Aufkleber","12.8672194480896","3"
"244","sternförmiger_lilaner_Aufkleber","sternförmiger","28.6901063919067","4"
"245","sternförmiger_lilaner_Aufkleber","lilaner","28.5056524276733","5"
"246","sternförmiger_lilaner_Aufkleber","Aufkleber","12.8672194480896","6"
"247","lilaner_sternförmiger_Aufkleber","lilaner","35.7931995391846","1"
"248","lilaner_sternförmiger_Aufkleber","sternförmiger","36.1355619430542","2"
"249","lilaner_sternförmiger_Aufkleber","Aufkleber","12.7319538593292","3"
"250","lilaner_sternförmiger_Aufkleber","lilaner","35.7931995391846","4"
"251","lilaner_sternförmiger_Aufkleber","sternförmiger","36.1355619430542","5"
"252","lilaner_sternförmiger_Aufkleber","Aufkleber","12.7319538593292","6"
"253","sternförmiger_blauer_Aufkleber","sternförmiger","28.6901063919067","1"
"254","sternförmiger_blauer_Aufkleber","blauer","11.6957846283913","2"
"255","sternförmiger_blauer_Aufkleber","Aufkleber","12.2155300378799","3"
"256","sternförmiger_blauer_Aufkleber","sternförmiger","28.6901063919067","4"
"257","sternförmiger_blauer_Aufkleber","blauer","11.6957846283913","5"
"258","sternförmiger_blauer_Aufkleber","Aufkleber","12.2155300378799","6"
"259","blauer_sternförmiger_Aufkleber","blauer","19.3421506881714","1"
"260","blauer_sternförmiger_Aufkleber","sternförmiger","23.3562259674072","2"
"261","blauer_sternförmiger_Aufkleber","Aufkleber","11.9672410488129","3"
"262","blauer_sternförmiger_Aufkleber","blauer","19.3421506881714","4"
"263","blauer_sternförmiger_Aufkleber","sternförmiger","23.3562259674072","5"
"264","blauer_sternförmiger_Aufkleber","Aufkleber","11.9672410488129","6"
"265","quadratischer_schwarzer_Aufkleber","quadratischer","22.7970495223999","1"
"266","quadratischer_schwarzer_Aufkleber","schwarzer","11.0588541030884","2"
"267","quadratischer_schwarzer_Aufkleber","Aufkleber","14.1602729558945","3"
"268","quadratischer_schwarzer_Aufkleber","quadratischer","22.7970495223999","4"
"269","quadratischer_schwarzer_Aufkleber","schwarzer","11.0588541030884","5"
"270","quadratischer_schwarzer_Aufkleber","Aufkleber","14.1602729558945","6"
"271","schwarzer_quadratischer_Aufkleber","schwarzer","30.6256628036499","1"
"272","schwarzer_quadratischer_Aufkleber","quadratischer","14.3084772229195","2"
"273","schwarzer_quadratischer_Aufkleber","Aufkleber","14.9425454139709","3"
"274","schwarzer_quadratischer_Aufkleber","schwarzer","30.6256628036499","4"
"275","schwarzer_quadratischer_Aufkleber","quadratischer","14.3084772229195","5"
"276","schwarzer_quadratischer_Aufkleber","Aufkleber","14.9425454139709","6"
"277","quadratischer_grauer_Aufkleber","quadratischer","22.7970495223999","1"
"278","quadratischer_grauer_Aufkleber","grauer","14.5016605854034","2"
"279","quadratischer_grauer_Aufkleber","Aufkleber","15.8246519565582","3"
"280","quadratischer_grauer_Aufkleber","quadratischer","22.7970495223999","4"
"281","quadratischer_grauer_Aufkleber","grauer","14.5016605854034","5"
"282","quadratischer_grauer_Aufkleber","Aufkleber","15.8246519565582","6"
"283","grauer_quadratischer_Aufkleber","grauer","16.8235158920288","1"
"284","grauer_quadratischer_Aufkleber","quadratischer","13.8665431886911","2"
"285","grauer_quadratischer_Aufkleber","Aufkleber","15.1398797035217","3"
"286","grauer_quadratischer_Aufkleber","grauer","16.8235158920288","4"
"287","grauer_quadratischer_Aufkleber","quadratischer","13.8665431886911","5"
"288","grauer_quadratischer_Aufkleber","Aufkleber","15.1398797035217","6"
"289","quadratischer_orangener_Aufkleber","quadratischer","22.7970252037048","1"
"290","quadratischer_orangener_Aufkleber","orangener","25.2719421386719","2"
"291","quadratischer_orangener_Aufkleber","Aufkleber","18.8636374473572","3"
"292","quadratischer_orangener_Aufkleber","quadratischer","22.7970252037048","4"
"293","quadratischer_orangener_Aufkleber","orangener","25.2719421386719","5"
"294","quadratischer_orangener_Aufkleber","Aufkleber","18.8636374473572","6"
"295","orangener_quadratischer_Aufkleber","orangener","26.4074530601501","1"
"296","orangener_quadratischer_Aufkleber","quadratischer","18.6018269658089","2"
"297","orangener_quadratischer_Aufkleber","Aufkleber","15.5686893463135","3"
"298","orangener_quadratischer_Aufkleber","orangener","26.4074530601501","4"
"299","orangener_quadratischer_Aufkleber","quadratischer","18.6018269658089","5"
"300","orangener_quadratischer_Aufkleber","Aufkleber","15.5686893463135","6"
"301","quadratischer_gelber_Aufkleber","quadratischer","22.7970495223999","1"
"302","quadratischer_gelber_Aufkleber","gelber","17.9341118335724","2"
"303","quadratischer_gelber_Aufkleber","Aufkleber","12.5924948453903","3"
"304","quadratischer_gelber_Aufkleber","quadratischer","22.7970495223999","4"
"305","quadratischer_gelber_Aufkleber","gelber","17.9341118335724","5"
"306","quadratischer_gelber_Aufkleber","Aufkleber","12.5924948453903","6"
"307","gelber_quadratischer_Aufkleber","gelber","16.6560769081116","1"
"308","gelber_quadratischer_Aufkleber","quadratischer","13.6285282447934","2"
"309","gelber_quadratischer_Aufkleber","Aufkleber","16.432683467865","3"
"310","gelber_quadratischer_Aufkleber","gelber","16.6560769081116","4"
"311","gelber_quadratischer_Aufkleber","quadratischer","13.6285282447934","5"
"312","gelber_quadratischer_Aufkleber","Aufkleber","16.432683467865","6"
"313","quadratischer_lilaner_Aufkleber","quadratischer","22.7970252037048","1"
"314","quadratischer_lilaner_Aufkleber","lilaner","33.0529117584229","2"
"315","quadratischer_lilaner_Aufkleber","Aufkleber","17.3755679130554","3"
"316","quadratischer_lilaner_Aufkleber","quadratischer","22.7970252037048","4"
"317","quadratischer_lilaner_Aufkleber","lilaner","33.0529117584229","5"
"318","quadratischer_lilaner_Aufkleber","Aufkleber","17.3755679130554","6"
"319","lilaner_quadratischer_Aufkleber","lilaner","35.7932224273682","1"
"320","lilaner_quadratischer_Aufkleber","quadratischer","21.8855481147766","2"
"321","lilaner_quadratischer_Aufkleber","Aufkleber","22.3365898132324","3"
"322","lilaner_quadratischer_Aufkleber","lilaner","35.7932224273682","4"
"323","lilaner_quadratischer_Aufkleber","quadratischer","21.8855481147766","5"
"324","lilaner_quadratischer_Aufkleber","Aufkleber","22.3365898132324","6"
"325","quadratischer_blauer_Aufkleber","quadratischer","22.7970495223999","1"
"326","quadratischer_blauer_Aufkleber","blauer","13.4941921979189","2"
"327","quadratischer_blauer_Aufkleber","Aufkleber","14.4105041027069","3"
"328","quadratischer_blauer_Aufkleber","quadratischer","22.7970495223999","4"
"329","quadratischer_blauer_Aufkleber","blauer","13.4941921979189","5"
"330","quadratischer_blauer_Aufkleber","Aufkleber","14.4105041027069","6"
"331","blauer_quadratischer_Aufkleber","blauer","19.3421506881714","1"
"332","blauer_quadratischer_Aufkleber","quadratischer","15.9491975903511","2"
"333","blauer_quadratischer_Aufkleber","Aufkleber","18.3161430358887","3"
"334","blauer_quadratischer_Aufkleber","blauer","19.3421506881714","4"
"335","blauer_quadratischer_Aufkleber","quadratischer","15.9491975903511","5"
"336","blauer_quadratischer_Aufkleber","Aufkleber","18.3161430358887","6"
"337","kreisförmiger_schwarzer_Aufkleber","kreisförmiger","23.8078031539917","1"
"338","kreisförmiger_schwarzer_Aufkleber","schwarzer","12.6372413635254","2"
"339","kreisförmiger_schwarzer_Aufkleber","Aufkleber","10.6896269917488","3"
"340","kreisförmiger_schwarzer_Aufkleber","kreisförmiger","23.8078031539917","4"
"341","kreisförmiger_schwarzer_Aufkleber","schwarzer","12.6372413635254","5"
"342","kreisförmiger_schwarzer_Aufkleber","Aufkleber","10.6896269917488","6"
"343","schwarzer_kreisförmiger_Aufkleber","schwarzer","30.6256628036499","1"
"344","schwarzer_kreisförmiger_Aufkleber","kreisförmiger","17.802214384079","2"
"345","schwarzer_kreisförmiger_Aufkleber","Aufkleber","9.92185842990875","3"
"346","schwarzer_kreisförmiger_Aufkleber","schwarzer","30.6256628036499","4"
"347","schwarzer_kreisförmiger_Aufkleber","kreisförmiger","17.802214384079","5"
"348","schwarzer_kreisförmiger_Aufkleber","Aufkleber","9.92185842990875","6"
"349","kreisförmiger_grauer_Aufkleber","kreisförmiger","23.8078031539917","1"
"350","kreisförmiger_grauer_Aufkleber","grauer","13.9982606172562","2"
"351","kreisförmiger_grauer_Aufkleber","Aufkleber","12.9428223371506","3"
"352","kreisförmiger_grauer_Aufkleber","kreisförmiger","23.8078031539917","4"
"353","kreisförmiger_grauer_Aufkleber","grauer","13.9982606172562","5"
"354","kreisförmiger_grauer_Aufkleber","Aufkleber","12.9428223371506","6"
"355","grauer_kreisförmiger_Aufkleber","grauer","16.8235158920288","1"
"356","grauer_kreisförmiger_Aufkleber","kreisförmiger","18.0049698352814","2"
"357","grauer_kreisförmiger_Aufkleber","Aufkleber","11.2422308921814","3"
"358","grauer_kreisförmiger_Aufkleber","grauer","16.8235158920288","4"
"359","grauer_kreisförmiger_Aufkleber","kreisförmiger","18.0049698352814","5"
"360","grauer_kreisförmiger_Aufkleber","Aufkleber","11.2422308921814","6"
"361","kreisförmiger_orangener_Aufkleber","kreisförmiger","23.8078031539917","1"
"362","kreisförmiger_orangener_Aufkleber","orangener","20.4129650592804","2"
"363","kreisförmiger_orangener_Aufkleber","Aufkleber","11.0088474452496","3"
"364","kreisförmiger_orangener_Aufkleber","kreisförmiger","23.8078031539917","4"
"365","kreisförmiger_orangener_Aufkleber","orangener","20.4129650592804","5"
"366","kreisförmiger_orangener_Aufkleber","Aufkleber","11.0088474452496","6"
"367","orangener_kreisförmiger_Aufkleber","orangener","26.4074530601501","1"
"368","orangener_kreisförmiger_Aufkleber","kreisförmiger","21.7515888214111","2"
"369","orangener_kreisförmiger_Aufkleber","Aufkleber","11.4244203567505","3"
"370","orangener_kreisförmiger_Aufkleber","orangener","26.4074530601501","4"
"371","orangener_kreisförmiger_Aufkleber","kreisförmiger","21.7515888214111","5"
"372","orangener_kreisförmiger_Aufkleber","Aufkleber","11.4244203567505","6"
"373","kreisförmiger_gelber_Aufkleber","kreisförmiger","23.8078031539917","1"
"374","kreisförmiger_gelber_Aufkleber","gelber","15.7340484857559","2"
"375","kreisförmiger_gelber_Aufkleber","Aufkleber","11.4279058277607","3"
