D_adj,F_adj,C_adj,order_key,ordered_string,surprisal_bits_per_token
großer,dreieckiger,brauner,FDC,dreieckiger großer brauner Aufkleber,6.521517455240979
großer,dreieckiger,brauner,FCD,dreieckiger brauner großer Aufkleber,7.7184059484189715
großer,dreieckiger,brauner,CDF,brauner großer dreieckiger Aufkleber,7.922334720644849
großer,dreieckiger,brauner,CFD,brauner dreieckiger großer Aufkleber,8.35849235426138
großer,quadratischer,blauer,D,großer Aufkleber,5.746252341855102
großer,quadratischer,blauer,F,quadratischer Aufkleber,8.227685101737542
großer,quadratischer,blauer,C,blauer Aufkleber,7.123329466099171
großer,quadratischer,blauer,DF,großer quadratischer Aufkleber,7.18007617364726
großer,quadratischer,blauer,DC,großer blauer Aufkleber,5.406621002931227
großer,quadratischer,blauer,FD,quadratischer großer Aufkleber,9.51699363183619
großer,quadratischer,blauer,FC,quadratischer blauer Aufkleber,6.871735358221365
großer,quadratischer,blauer,CD,blauer großer Aufkleber,8.642366229844928
großer,quadratischer,blauer,CF,blauer quadratischer Aufkleber,8.62563506963839
großer,quadratischer,blauer,DFC,großer quadratischer blauer Aufkleber,6.467595390750661
großer,quadratischer,blauer,DCF,großer blauer quadratischer Aufkleber,6.313789242292241
großer,quadratischer,blauer,FDC,quadratischer großer blauer Aufkleber,7.591058986830493
großer,quadratischer,blauer,FCD,quadratischer blauer großer Aufkleber,8.006461066210298
großer,quadratischer,blauer,CDF,blauer großer quadratischer Aufkleber,9.399006654038269
großer,quadratischer,blauer,CFD,blauer quadratischer großer Aufkleber,9.521926094262936
großer,quadratischer,schwarzer,D,großer Aufkleber,5.746252341855102
großer,quadratischer,schwarzer,F,quadratischer Aufkleber,8.227685101737542
großer,quadratischer,schwarzer,C,schwarzer Aufkleber,6.501013683605115
großer,quadratischer,schwarzer,DF,großer quadratischer Aufkleber,7.18007617364726
großer,quadratischer,schwarzer,DC,großer schwarzer Aufkleber,5.502936446893926
großer,quadratischer,schwarzer,FD,quadratischer großer Aufkleber,9.51699363183619
großer,quadratischer,schwarzer,FC,quadratischer schwarzer Aufkleber,7.80156162390295
großer,quadratischer,schwarzer,CD,schwarzer großer Aufkleber,7.894890417150765
großer,quadratischer,schwarzer,CF,schwarzer quadratischer Aufkleber,7.500570659044328
großer,quadratischer,schwarzer,DFC,großer quadratischer schwarzer Aufkleber,6.998987385386568
großer,quadratischer,schwarzer,DCF,großer schwarzer quadratischer Aufkleber,6.186330835946003
großer,quadratischer,schwarzer,FDC,quadratischer großer schwarzer Aufkleber,8.202594896768469
großer,quadratischer,schwarzer,FCD,quadratischer schwarzer großer Aufkleber,9.223011991896133
großer,quadratischer,schwarzer,CDF,schwarzer großer quadratischer Aufkleber,8.059420027855783
großer,quadratischer,schwarzer,CFD,schwarzer quadratischer großer Aufkleber,9.304055032496912
großer,quadratischer,grauer,D,großer Aufkleber,5.746252341855102
großer,quadratischer,grauer,F,quadratischer Aufkleber,8.227685101737542
großer,quadratischer,grauer,C,grauer Aufkleber,6.818826615509931
großer,quadratischer,grauer,DF,großer quadratischer Aufkleber,7.18007617364726
großer,quadratischer,grauer,DC,großer grauer Aufkleber,6.113166664546551
großer,quadratischer,grauer,FD,quadratischer großer Aufkleber,9.51699363183619
großer,quadratischer,grauer,FC,quadratischer grauer Aufkleber,7.319569237970273
großer,quadratischer,grauer,CD,grauer großer Aufkleber,8.770961097548067
großer,quadratischer,grauer,CF,grauer quadratischer Aufkleber,7.528559803576345
großer,quadratischer,grauer,DFC,großer quadratischer grauer Aufkleber,7.137459560694059
großer,quadratischer,grauer,DCF,großer grauer quadratischer Aufkleber,6.47999740366968
großer,quadratischer,grauer,FDC,quadratischer großer grauer Aufkleber,8.19524986171542
großer,quadratischer,grauer,FCD,quadratischer grauer großer Aufkleber,8.335596647917315
großer,quadratischer,grauer,CDF,grauer großer quadratischer Aufkleber,8.796830727890852
großer,quadratischer,grauer,CFD,grauer quadratischer großer Aufkleber,9.00009427122319
großer,quadratischer,grüner,D,großer Aufkleber,5.746252341855102
großer,quadratischer,grüner,F,quadratischer Aufkleber,8.227685101737542
großer,quadratischer,grüner,C,grüner Aufkleber,4.879885610550082
großer,quadratischer,grüner,DF,großer quadratischer Aufkleber,7.18007617364726
großer,quadratischer,grüner,DC,großer grüner Aufkleber,6.532509898353527
großer,quadratischer,grüner,FD,quadratischer großer Aufkleber,9.51699363183619
großer,quadratischer,grüner,FC,quadratischer grüner Aufkleber,8.650210702516082
großer,quadratischer,grüner,CD,grüner großer Aufkleber,7.060216648746744
großer,quadratischer,grüner,CF,grüner quadratischer Aufkleber,7.629439323127641
großer,quadratischer,grüner,DFC,großer quadratischer grüner Aufkleber,7.386002696345559
großer,quadratischer,grüner,DCF,großer grüner quadratischer Aufkleber,7.100184040946054
großer,quadratischer,grüner,FDC,quadratischer großer grüner Aufkleber,9.083130246782169
großer,quadratischer,grüner,FCD,quadratischer grüner großer Aufkleber,9.952707550213495
großer,quadratischer,grüner,CDF,grüner großer quadratischer Aufkleber,7.978857850746816
großer,quadratischer,grüner,CFD,grüner quadratischer großer Aufkleber,8.927086260070721
großer,quadratischer,orangener,D,großer Aufkleber,5.746252341855102
großer,quadratischer,orangener,F,quadratischer Aufkleber,8.227685101737542
großer,quadratischer,orangener,C,orangener Aufkleber,8.290968525879624
großer,quadratischer,orangener,DF,großer quadratischer Aufkleber,7.18007617364726
großer,quadratischer,orangener,DC,großer orangener Aufkleber,4.942532354918671
großer,quadratischer,orangener,FD,quadratischer großer Aufkleber,9.51699363183619
großer,quadratischer,orangener,FC,quadratischer orangener Aufkleber,8.29074838808652
großer,quadratischer,orangener,CD,orangener großer Aufkleber,9.442436400964748
großer,quadratischer,orangener,CF,orangener quadratischer Aufkleber,8.682748444198118
großer,quadratischer,orangener,DFC,großer quadratischer orangener Aufkleber,6.547735178469109
großer,quadratischer,orangener,DCF,großer orangener quadratischer Aufkleber,5.9120136923055995
großer,quadratischer,orangener,FDC,quadratischer großer orangener Aufkleber,7.960337383040702
großer,quadratischer,orangener,FCD,quadratischer orangener großer Aufkleber,9.216768333739209
großer,quadratischer,orangener,CDF,orangener großer quadratischer Aufkleber,9.100212251596467
großer,quadratischer,orangener,CFD,orangener quadratischer großer Aufkleber,10.202245433517586
großer,quadratischer,brauner,D,großer Aufkleber,5.746252341855102
großer,quadratischer,brauner,F,quadratischer Aufkleber,8.227685101737542
großer,quadratischer,brauner,C,brauner Aufkleber,7.752479839138514
großer,quadratischer,brauner,DF,großer quadratischer Aufkleber,7.18007617364726
großer,quadratischer,brauner,DC,großer brauner Aufkleber,5.960130310433392
großer,quadratischer,brauner,FD,quadratischer großer Aufkleber,9.51699363183619
großer,quadratischer,brauner,FC,quadratischer brauner Aufkleber,7.312226954639638
großer,quadratischer,brauner,CD,brauner großer Aufkleber,9.122060239631475
großer,quadratischer,brauner,CF,brauner quadratischer Aufkleber,7.987514769460646
großer,quadratischer,brauner,DFC,großer quadratischer brauner Aufkleber,7.304143082118483
großer,quadratischer,brauner,DCF,großer brauner quadratischer Aufkleber,6.927106892493154
großer,quadratischer,brauner,FDC,quadratischer großer brauner Aufkleber,8.059531472613543
großer,quadratischer,brauner,FCD,quadratischer brauner großer Aufkleber,8.667662813995037
großer,quadratischer,brauner,CDF,brauner großer quadratischer Aufkleber,9.396220535094292
großer,quadratischer,brauner,CFD,brauner quadratischer großer Aufkleber,9.530136546015125
großer,sternförmiger,blauer,D,großer Aufkleber,5.746252341855102
großer,sternförmiger,blauer,F,sternförmiger Aufkleber,10.197533108883944
großer,sternförmiger,blauer,C,blauer Aufkleber,7.123329466099171
großer,sternförmiger,blauer,DF,großer sternförmiger Aufkleber,5.7935926302969
großer,sternförmiger,blauer,DC,großer blauer Aufkleber,5.406621002931227
großer,sternförmiger,blauer,FD,sternförmiger großer Aufkleber,11.26934343560364
großer,sternförmiger,blauer,FC,sternförmiger blauer Aufkleber,8.309134021394357
großer,sternförmiger,blauer,CD,blauer großer Aufkleber,8.642366229844928
großer,sternförmiger,blauer,CF,blauer sternförmiger Aufkleber,7.2824244250369246
großer,sternförmiger,blauer,DFC,großer sternförmiger blauer Aufkleber,5.495252606018678
großer,sternförmiger,blauer,DCF,großer blauer sternförmiger Aufkleber,6.277528420184327
großer,sternförmiger,blauer,FDC,sternförmiger großer blauer Aufkleber,8.482927993536054
großer,sternförmiger,blauer,FCD,sternförmiger blauer großer Aufkleber,9.627220752427181
großer,sternförmiger,blauer,CDF,blauer großer sternförmiger Aufkleber,7.573926763082143
großer,sternförmiger,blauer,CFD,blauer sternförmiger großer Aufkleber,8.227976784313405
großer,sternförmiger,schwarzer,D,großer Aufkleber,5.746252341855102
großer,sternförmiger,schwarzer,F,sternförmiger Aufkleber,10.197533108883944
großer,sternförmiger,schwarzer,C,schwarzer Aufkleber,6.501013683605115
großer,sternförmiger,schwarzer,DF,großer sternförmiger Aufkleber,5.7935926302969
großer,sternförmiger,schwarzer,DC,großer schwarzer Aufkleber,5.502936446893926
großer,sternförmiger,schwarzer,FD,sternförmiger großer Aufkleber,11.26934343560364
großer,sternförmiger,schwarzer,FC,sternförmiger schwarzer Aufkleber,9.892685605062375
großer,sternförmiger,schwarzer,CD,schwarzer großer Aufkleber,7.894890417150765
großer,sternförmiger,schwarzer,CF,schwarzer sternförmiger Aufkleber,6.831789979801365
großer,sternförmiger,schwarzer,DFC,großer sternförmiger schwarzer Aufkleber,6.075921413745097
großer,sternförmiger,schwarzer,DCF,großer schwarzer sternförmiger Aufkleber,6.40673210647152
großer,sternförmiger,schwarzer,FDC,sternförmiger großer schwarzer Aufkleber,9.671356316152803
großer,sternförmiger,schwarzer,FCD,sternförmiger schwarzer großer Aufkleber,11.027568161228894
großer,sternförmiger,schwarzer,CDF,schwarzer großer sternförmiger Aufkleber,6.920392689803471
großer,sternförmiger,schwarzer,CFD,schwarzer sternförmiger großer Aufkleber,7.98891470823867
großer,sternförmiger,grauer,D,großer Aufkleber,5.746252341855102
großer,sternförmiger,grauer,F,sternförmiger Aufkleber,10.197533108883944
großer,sternförmiger,grauer,C,grauer Aufkleber,6.818826615509931
großer,sternförmiger,grauer,DF,großer sternförmiger Aufkleber,5.7935926302969
großer,sternförmiger,grauer,DC,großer grauer Aufkleber,6.113166664546551
großer,sternförmiger,grauer,FD,sternförmiger großer Aufkleber,11.26934343560364
großer,sternförmiger,grauer,FC,sternförmiger grauer Aufkleber,8.974507380358427
großer,sternförmiger,grauer,CD,grauer großer Aufkleber,8.770961097548067
großer,sternförmiger,grauer,CF,grauer sternförmiger Aufkleber,7.169316251078679
großer,sternförmiger,grauer,DFC,großer sternförmiger grauer Aufkleber,6.194101012111985
großer,sternförmiger,grauer,DCF,großer grauer sternförmiger Aufkleber,6.6736608754308575
großer,sternförmiger,grauer,FDC,sternförmiger großer grauer Aufkleber,9.337322668549211
großer,sternförmiger,grauer,FCD,sternförmiger grauer großer Aufkleber,10.017789224952999
großer,sternförmiger,grauer,CDF,grauer großer sternförmiger Aufkleber,7.484947755039951
großer,sternförmiger,grauer,CFD,grauer sternförmiger großer Aufkleber,8.30758961718961
großer,sternförmiger,grüner,D,großer Aufkleber,5.746252341855102
großer,sternförmiger,grüner,F,sternförmiger Aufkleber,10.197533108883944
großer,sternförmiger,grüner,C,grüner Aufkleber,4.879885610550082
großer,sternförmiger,grüner,DF,großer sternförmiger Aufkleber,5.7935926302969
großer,sternförmiger,grüner,DC,großer grüner Aufkleber,6.532509898353527
großer,sternförmiger,grüner,FD,sternförmiger großer Aufkleber,11.26934343560364
großer,sternförmiger,grüner,FC,sternförmiger grüner Aufkleber,10.041154099968617
großer,sternförmiger,grüner,CD,grüner großer Aufkleber,7.060216648746744
großer,sternförmiger,grüner,CF,grüner sternförmiger Aufkleber,6.348436179204459
großer,sternförmiger,grüner,DFC,großer sternförmiger grüner Aufkleber,6.52064859888882
großer,sternförmiger,grüner,DCF,großer grüner sternförmiger Aufkleber,6.466705208549795
großer,sternförmiger,grüner,FDC,sternförmiger großer grüner Aufkleber,10.220685413343096
großer,sternförmiger,grüner,FCD,sternförmiger grüner großer Aufkleber,11.732692214252184
großer,sternförmiger,grüner,CDF,grüner großer sternförmiger Aufkleber,6.712240023672403
großer,sternförmiger,grüner,CFD,grüner sternförmiger großer Aufkleber,7.478686898617941
großer,sternförmiger,orangener,D,großer Aufkleber,5.746252341855102
großer,sternförmiger,orangener,F,sternförmiger Aufkleber,10.197533108883944
großer,sternförmiger,orangener,C,orangener Aufkleber,8.290968525879624
großer,sternförmiger,orangener,DF,großer sternförmiger Aufkleber,5.7935926302969
großer,sternförmiger,orangener,DC,großer orangener Aufkleber,4.942532354918671
großer,sternförmiger,orangener,FD,sternförmiger großer Aufkleber,11.26934343560364
großer,sternförmiger,orangener,FC,sternförmiger orangener Aufkleber,8.293445763982652
großer,sternförmiger,orangener,CD,orangener großer Aufkleber,9.442436400964748
großer,sternförmiger,orangener,CF,orangener sternförmiger Aufkleber,7.685659075833486
großer,sternförmiger,orangener,DFC,großer sternförmiger orangener Aufkleber,5.633431378923798
großer,sternförmiger,orangener,DCF,großer orangener sternförmiger Aufkleber,5.47278892009358
großer,sternförmiger,orangener,FDC,sternförmiger großer orangener Aufkleber,8.365919940986842
großer,sternförmiger,orangener,FCD,sternförmiger orangener großer Aufkleber,9.66650021402304
großer,sternförmiger,orangener,CDF,orangener großer sternförmiger Aufkleber,7.745853003635469
großer,sternförmiger,orangener,CFD,orangener sternförmiger großer Aufkleber,8.613253694637475
großer,sternförmiger,brauner,D,großer Aufkleber,5.746252341855102
großer,sternförmiger,brauner,F,sternförmiger Aufkleber,10.197533108883944
großer,sternförmiger,brauner,C,brauner Aufkleber,7.752479839138514
großer,sternförmiger,brauner,DF,großer sternförmiger Aufkleber,5.7935926302969
großer,sternförmiger,brauner,DC,großer brauner Aufkleber,5.960130310433392
großer,sternförmiger,brauner,FD,sternförmiger großer Aufkleber,11.26934343560364
großer,sternförmiger,brauner,FC,sternförmiger brauner Aufkleber,9.102897244741737
großer,sternförmiger,brauner,CD,brauner großer Aufkleber,9.122060239631475
großer,sternförmiger,brauner,CF,brauner sternförmiger Aufkleber,7.272375134781709
großer,sternförmiger,brauner,DFC,großer sternförmiger brauner Aufkleber,6.346142618572553
großer,sternförmiger,brauner,DCF,großer brauner sternförmiger Aufkleber,6.35070084675102
großer,sternförmiger,brauner,FDC,sternförmiger großer brauner Aufkleber,9.011172705661169
großer,sternförmiger,brauner,FCD,sternförmiger brauner großer Aufkleber,10.456863684328162
großer,sternförmiger,brauner,CDF,brauner großer sternförmiger Aufkleber,7.756683783056205
großer,sternförmiger,brauner,CFD,brauner sternförmiger großer Aufkleber,8.512771111044371
großer,diamantförmiger,blauer,D,großer Aufkleber,5.746252341855102
großer,diamantförmiger,blauer,F,diamantförmiger Aufkleber,6.623251384601762
großer,diamantförmiger,blauer,C,blauer Aufkleber,7.123329466099171
großer,diamantförmiger,blauer,DF,großer diamantförmiger Aufkleber,5.350013601330337
großer,diamantförmiger,blauer,DC,großer blauer Aufkleber,5.406621002931227
großer,diamantförmiger,blauer,FD,diamantförmiger großer Aufkleber,7.628225813543152
großer,diamantförmiger,blauer,FC,diamantförmiger blauer Aufkleber,6.382641464669261
großer,diamantförmiger,blauer,CD,blauer großer Aufkleber,8.642366229844928
großer,diamantförmiger,blauer,CF,blauer diamantförmiger Aufkleber,5.851049282227751
großer,diamantförmiger,blauer,DFC,großer diamantförmiger blauer Aufkleber,5.672555368203276
großer,diamantförmiger,blauer,DCF,großer blauer diamantförmiger Aufkleber,5.444028261389794
großer,diamantförmiger,blauer,FDC,diamantförmiger großer blauer Aufkleber,6.766783977428241
großer,diamantförmiger,blauer,FCD,diamantförmiger blauer großer Aufkleber,7.399402208639582
großer,diamantförmiger,blauer,CDF,blauer großer diamantförmiger Aufkleber,6.586786935035225
großer,diamantförmiger,blauer,CFD,blauer diamantförmiger großer Aufkleber,6.947274953994534
großer,diamantförmiger,schwarzer,D,großer Aufkleber,5.746252341855102
großer,diamantförmiger,schwarzer,F,diamantförmiger Aufkleber,6.623251384601762
großer,diamantförmiger,schwarzer,C,schwarzer Aufkleber,6.501013683605115
großer,diamantförmiger,schwarzer,DF,großer diamantförmiger Aufkleber,5.350013601330337
großer,diamantförmiger,schwarzer,DC,großer schwarzer Aufkleber,5.502936446893926
großer,diamantförmiger,schwarzer,FD,diamantförmiger großer Aufkleber,7.628225813543152
großer,diamantförmiger,schwarzer,FC,diamantförmiger schwarzer Aufkleber,7.192967993155936
großer,diamantförmiger,schwarzer,CD,schwarzer großer Aufkleber,7.894890417150765
großer,diamantförmiger,schwarzer,CF,schwarzer diamantförmiger Aufkleber,6.085788402390398
großer,diamantförmiger,schwarzer,DFC,großer diamantförmiger schwarzer Aufkleber,6.33408869853888
großer,diamantförmiger,schwarzer,DCF,großer schwarzer diamantförmiger Aufkleber,5.639217219264125
großer,diamantförmiger,schwarzer,FDC,diamantförmiger großer schwarzer Aufkleber,7.417682588565092
großer,diamantförmiger,schwarzer,FCD,diamantförmiger schwarzer großer Aufkleber,8.258563554804054
großer,diamantförmiger,schwarzer,CDF,schwarzer großer diamantförmiger Aufkleber,6.588865861318855
großer,diamantförmiger,schwarzer,CFD,schwarzer diamantförmiger großer Aufkleber,7.166419375307546
großer,diamantförmiger,grauer,D,großer Aufkleber,5.746252341855102
großer,diamantförmiger,grauer,F,diamantförmiger Aufkleber,6.623251384601762
großer,diamantförmiger,grauer,C,grauer Aufkleber,6.818826615509931
großer,diamantförmiger,grauer,DF,großer diamantförmiger Aufkleber,5.350013601330337
großer,diamantförmiger,grauer,DC,großer grauer Aufkleber,6.113166664546551
großer,diamantförmiger,grauer,FD,diamantförmiger großer Aufkleber,7.628225813543152
großer,diamantförmiger,grauer,FC,diamantförmiger grauer Aufkleber,6.926584065234532
großer,diamantförmiger,grauer,CD,grauer großer Aufkleber,8.770961097548067
großer,diamantförmiger,grauer,CF,grauer diamantförmiger Aufkleber,5.731727719059134
großer,diamantförmiger,grauer,DFC,großer diamantförmiger grauer Aufkleber,6.076036986086477
großer,diamantförmiger,grauer,DCF,großer grauer diamantförmiger Aufkleber,5.688137340336748
großer,diamantförmiger,grauer,FDC,diamantförmiger großer grauer Aufkleber,7.515230460203874
großer,diamantförmiger,grauer,FCD,diamantförmiger grauer großer Aufkleber,7.800289640217168
großer,diamantförmiger,grauer,CDF,grauer großer diamantförmiger Aufkleber,6.48198070759943
großer,diamantförmiger,grauer,CFD,grauer diamantförmiger großer Aufkleber,6.929409396222906
großer,diamantförmiger,grüner,D,großer Aufkleber,5.746252341855102
großer,diamantförmiger,grüner,F,diamantförmiger Aufkleber,6.623251384601762
großer,diamantförmiger,grüner,C,grüner Aufkleber,4.879885610550082
großer,diamantförmiger,grüner,DF,großer diamantförmiger Aufkleber,5.350013601330337
großer,diamantförmiger,grüner,DC,großer grüner Aufkleber,6.532509898353527
großer,diamantförmiger,grüner,FD,diamantförmiger großer Aufkleber,7.628225813543152
großer,diamantförmiger,grüner,FC,diamantförmiger grüner Aufkleber,7.508175043934878
großer,diamantförmiger,grüner,CD,grüner großer Aufkleber,7.060216648746744
großer,diamantförmiger,grüner,CF,grüner diamantförmiger Aufkleber,5.14527960633312
großer,diamantförmiger,grüner,DFC,großer diamantförmiger grüner Aufkleber,6.52239663055219
großer,diamantförmiger,grüner,DCF,großer grüner diamantförmiger Aufkleber,5.79071226486025
großer,diamantförmiger,grüner,FDC,diamantförmiger großer grüner Aufkleber,7.801065625937862
großer,diamantförmiger,grüner,FCD,diamantförmiger grüner großer Aufkleber,8.761325253585525
großer,diamantförmiger,grüner,CDF,grüner großer diamantförmiger Aufkleber,6.029801858159123
großer,diamantförmiger,grüner,CFD,grüner diamantförmiger großer Aufkleber,6.364009552205388
großer,diamantförmiger,orangener,D,großer Aufkleber,5.746252341855102
großer,diamantförmiger,orangener,F,diamantförmiger Aufkleber,6.623251384601762
großer,diamantförmiger,orangener,C,orangener Aufkleber,8.290968525879624
großer,diamantförmiger,orangener,DF,großer diamantförmiger Aufkleber,5.350013601330337
großer,diamantförmiger,orangener,DC,großer orangener Aufkleber,4.942532354918671
großer,diamantförmiger,orangener,FD,diamantförmiger großer Aufkleber,7.628225813543152
großer,diamantförmiger,orangener,FC,diamantförmiger orangener Aufkleber,6.831785164287141
großer,diamantförmiger,orangener,CD,orangener großer Aufkleber,9.442436400964748
großer,diamantförmiger,orangener,CF,orangener diamantförmiger Aufkleber,6.557473524091565
großer,diamantförmiger,orangener,DFC,großer diamantförmiger orangener Aufkleber,6.000346733511152
großer,diamantförmiger,orangener,DCF,großer orangener diamantförmiger Aufkleber,5.0932328406678105
