D_adj,F_adj,C_adj,order_key,ordered_string,surprisal_bits_per_token
großer,kreisförmiger,schwarzer,F,kreisförmiger Aufkleber,8.692817684440834
großer,kreisförmiger,schwarzer,C,schwarzer Aufkleber,7.177800499211044
großer,kreisförmiger,schwarzer,DF,großer kreisförmiger Aufkleber,7.625068900003915
großer,kreisförmiger,schwarzer,DC,großer schwarzer Aufkleber,13.125803968966798
großer,kreisförmiger,schwarzer,FD,kreisförmiger großer Aufkleber,9.361296362148883
großer,kreisförmiger,schwarzer,FC,kreisförmiger schwarzer Aufkleber,8.46911985046358
großer,kreisförmiger,schwarzer,CD,schwarzer großer Aufkleber,9.453083502914364
großer,kreisförmiger,schwarzer,CF,schwarzer kreisförmiger Aufkleber,5.610875510297839
großer,kreisförmiger,schwarzer,DFC,großer kreisförmiger schwarzer Aufkleber,7.8272207474810775
großer,kreisförmiger,schwarzer,DCF,großer schwarzer kreisförmiger Aufkleber,7.042256156551839
großer,kreisförmiger,schwarzer,FDC,kreisförmiger großer schwarzer Aufkleber,8.773670856195062
großer,kreisförmiger,schwarzer,FCD,kreisförmiger schwarzer großer Aufkleber,9.384433532134757
großer,kreisförmiger,schwarzer,CDF,schwarzer großer kreisförmiger Aufkleber,6.287488279461093
großer,kreisförmiger,schwarzer,CFD,schwarzer kreisförmiger großer Aufkleber,6.933336792038009
großer,kreisförmiger,grüner,D,großer Aufkleber,12.4045527588068
großer,kreisförmiger,grüner,F,kreisförmiger Aufkleber,8.692817684440834
großer,kreisförmiger,grüner,C,grüner Aufkleber,7.179986742668811
großer,kreisförmiger,grüner,DF,großer kreisförmiger Aufkleber,7.625068900003915
großer,kreisförmiger,grüner,DC,großer grüner Aufkleber,12.01491712017926
großer,kreisförmiger,grüner,FD,kreisförmiger großer Aufkleber,9.361296362148883
großer,kreisförmiger,grüner,FC,kreisförmiger grüner Aufkleber,9.145272394053126
großer,kreisförmiger,grüner,CD,grüner großer Aufkleber,8.988906455819263
großer,kreisförmiger,grüner,CF,grüner kreisförmiger Aufkleber,6.617049002281045
großer,kreisförmiger,grüner,DFC,großer kreisförmiger grüner Aufkleber,8.132668126788857
großer,kreisförmiger,grüner,DCF,großer grüner kreisförmiger Aufkleber,6.84284984011305
großer,kreisförmiger,grüner,FDC,kreisförmiger großer grüner Aufkleber,9.245003757427261
großer,kreisförmiger,grüner,FCD,kreisförmiger grüner großer Aufkleber,9.964342520509666
großer,kreisförmiger,grüner,CDF,grüner großer kreisförmiger Aufkleber,6.177649839661052
großer,kreisförmiger,grüner,CFD,grüner kreisförmiger großer Aufkleber,7.687385781648149
großer,kreisförmiger,orangener,D,großer Aufkleber,12.4045527588068
großer,kreisförmiger,orangener,F,kreisförmiger Aufkleber,8.692817684440834
großer,kreisförmiger,orangener,C,orangener Aufkleber,14.59599834779812
großer,kreisförmiger,orangener,DF,großer kreisförmiger Aufkleber,7.625068900003915
großer,kreisförmiger,orangener,DC,großer orangener Aufkleber,8.750840503258326
großer,kreisförmiger,orangener,FD,kreisförmiger großer Aufkleber,9.361296362148883
großer,kreisförmiger,orangener,FC,kreisförmiger orangener Aufkleber,8.26986075117393
großer,kreisförmiger,orangener,CD,orangener großer Aufkleber,13.479654833464009
großer,kreisförmiger,orangener,CF,orangener kreisförmiger Aufkleber,8.547234370485468
großer,kreisförmiger,orangener,DFC,großer kreisförmiger orangener Aufkleber,7.757269899930345
großer,kreisförmiger,orangener,DCF,großer orangener kreisförmiger Aufkleber,6.457474555712687
großer,kreisförmiger,orangener,FDC,kreisförmiger großer orangener Aufkleber,8.497816187655944
großer,kreisförmiger,orangener,FCD,kreisförmiger orangener großer Aufkleber,9.293399675380057
großer,kreisförmiger,orangener,CDF,orangener großer kreisförmiger Aufkleber,8.491202422834364
großer,kreisförmiger,orangener,CFD,orangener kreisförmiger großer Aufkleber,9.423174344068114
großer,kreisförmiger,grauer,D,großer Aufkleber,12.4045527588068
großer,kreisförmiger,grauer,F,kreisförmiger Aufkleber,8.692817684440834
großer,kreisförmiger,grauer,C,grauer Aufkleber,10.716230720094364
großer,kreisförmiger,grauer,DF,großer kreisförmiger Aufkleber,7.625068900003915
großer,kreisförmiger,grauer,DC,großer grauer Aufkleber,9.824892107884066
großer,kreisförmiger,grauer,FD,kreisförmiger großer Aufkleber,9.361296362148883
großer,kreisförmiger,grauer,FC,kreisförmiger grauer Aufkleber,8.013466951475845
großer,kreisförmiger,grauer,CD,grauer großer Aufkleber,10.270433114931672
großer,kreisförmiger,grauer,CF,grauer kreisförmiger Aufkleber,7.238473226713028
großer,kreisförmiger,grauer,DFC,großer kreisförmiger grauer Aufkleber,7.6215879711504515
großer,kreisförmiger,grauer,DCF,großer grauer kreisförmiger Aufkleber,7.092190975264554
großer,kreisförmiger,grauer,FDC,kreisförmiger großer grauer Aufkleber,8.371286487624365
großer,kreisförmiger,grauer,FCD,kreisförmiger grauer großer Aufkleber,8.702082045877512
großer,kreisförmiger,grauer,CDF,grauer großer kreisförmiger Aufkleber,7.104525570984435
großer,kreisförmiger,grauer,CFD,grauer kreisförmiger großer Aufkleber,8.26005774007475
großer,kreisförmiger,blauer,D,großer Aufkleber,12.4045527588068
großer,kreisförmiger,blauer,F,kreisförmiger Aufkleber,8.692817684440834
großer,kreisförmiger,blauer,C,blauer Aufkleber,6.907315816962466
großer,kreisförmiger,blauer,DF,großer kreisförmiger Aufkleber,7.625068900003915
großer,kreisförmiger,blauer,DC,großer blauer Aufkleber,11.943686033775506
großer,kreisförmiger,blauer,FD,kreisförmiger großer Aufkleber,9.361296362148883
großer,kreisförmiger,blauer,FC,kreisförmiger blauer Aufkleber,9.039281550118186
großer,kreisförmiger,blauer,CD,blauer großer Aufkleber,8.272580140849373
großer,kreisförmiger,blauer,CF,blauer kreisförmiger Aufkleber,5.222449941601772
großer,kreisförmiger,blauer,DFC,großer kreisförmiger blauer Aufkleber,8.317104385365942
großer,kreisförmiger,blauer,DCF,großer blauer kreisförmiger Aufkleber,7.017236808434921
großer,kreisförmiger,blauer,FDC,kreisförmiger großer blauer Aufkleber,9.190068371158059
großer,kreisförmiger,blauer,FCD,kreisförmiger blauer großer Aufkleber,9.857265434151877
großer,kreisförmiger,blauer,CDF,blauer großer kreisförmiger Aufkleber,5.861930280582539
großer,kreisförmiger,blauer,CFD,blauer kreisförmiger großer Aufkleber,6.572616252534734
großer,kreisförmiger,brauner,D,großer Aufkleber,12.4045527588068
großer,kreisförmiger,brauner,F,kreisförmiger Aufkleber,8.692817684440834
großer,kreisförmiger,brauner,C,brauner Aufkleber,9.18976361790073
großer,kreisförmiger,brauner,DF,großer kreisförmiger Aufkleber,7.625068900003915
großer,kreisförmiger,brauner,DC,großer brauner Aufkleber,9.329412842470727
großer,kreisförmiger,brauner,FD,kreisförmiger großer Aufkleber,9.361296362148883
großer,kreisförmiger,brauner,FC,kreisförmiger brauner Aufkleber,8.244903316811323
großer,kreisförmiger,brauner,CD,brauner großer Aufkleber,9.775337714795059
großer,kreisförmiger,brauner,CF,brauner kreisförmiger Aufkleber,6.596062303361559
großer,kreisförmiger,brauner,DFC,großer kreisförmiger brauner Aufkleber,7.849804821261778
großer,kreisförmiger,brauner,DCF,großer brauner kreisförmiger Aufkleber,7.076647871210177
großer,kreisförmiger,brauner,FDC,kreisförmiger großer brauner Aufkleber,8.483023615889932
großer,kreisförmiger,brauner,FCD,kreisförmiger brauner großer Aufkleber,8.882995411834326
großer,kreisförmiger,brauner,CDF,brauner großer kreisförmiger Aufkleber,6.96092005751399
großer,kreisförmiger,brauner,CFD,brauner kreisförmiger großer Aufkleber,7.6937931672886934
großer,quadratischer,schwarzer,D,großer Aufkleber,12.4045527588068
großer,quadratischer,schwarzer,F,quadratischer Aufkleber,6.96202624992434
großer,quadratischer,schwarzer,C,schwarzer Aufkleber,7.177800499211044
großer,quadratischer,schwarzer,DF,großer quadratischer Aufkleber,7.401893205354679
großer,quadratischer,schwarzer,DC,großer schwarzer Aufkleber,13.125803968966798
großer,quadratischer,schwarzer,FD,quadratischer großer Aufkleber,7.745288900540639
großer,quadratischer,schwarzer,FC,quadratischer schwarzer Aufkleber,7.069417032637301
großer,quadratischer,schwarzer,CD,schwarzer großer Aufkleber,9.453083502914364
großer,quadratischer,schwarzer,CF,schwarzer quadratischer Aufkleber,5.932932286095344
großer,quadratischer,schwarzer,DFC,großer quadratischer schwarzer Aufkleber,7.4363158768901725
großer,quadratischer,schwarzer,DCF,großer schwarzer quadratischer Aufkleber,8.156808987525167
großer,quadratischer,schwarzer,FDC,quadratischer großer schwarzer Aufkleber,7.3181926888327675
großer,quadratischer,schwarzer,FCD,quadratischer schwarzer großer Aufkleber,8.080714919685617
großer,quadratischer,schwarzer,CDF,schwarzer großer quadratischer Aufkleber,6.912037084693952
großer,quadratischer,schwarzer,CFD,schwarzer quadratischer großer Aufkleber,7.841595745370794
großer,quadratischer,grüner,D,großer Aufkleber,12.4045527588068
großer,quadratischer,grüner,F,quadratischer Aufkleber,6.96202624992434
großer,quadratischer,grüner,C,grüner Aufkleber,7.179986742668811
großer,quadratischer,grüner,DF,großer quadratischer Aufkleber,7.401893205354679
großer,quadratischer,grüner,DC,großer grüner Aufkleber,12.01491712017926
großer,quadratischer,grüner,FD,quadratischer großer Aufkleber,7.745288900540639
großer,quadratischer,grüner,FC,quadratischer grüner Aufkleber,7.733411778672053
großer,quadratischer,grüner,CD,grüner großer Aufkleber,8.988906455819263
großer,quadratischer,grüner,CF,grüner quadratischer Aufkleber,6.6016593067512375
großer,quadratischer,grüner,DFC,großer quadratischer grüner Aufkleber,8.315403820914211
großer,quadratischer,grüner,DCF,großer grüner quadratischer Aufkleber,8.030870219881953
großer,quadratischer,grüner,FDC,quadratischer großer grüner Aufkleber,8.014919860910332
großer,quadratischer,grüner,FCD,quadratischer grüner großer Aufkleber,8.274418291421794
großer,quadratischer,grüner,CDF,grüner großer quadratischer Aufkleber,6.723416832186675
großer,quadratischer,grüner,CFD,grüner quadratischer großer Aufkleber,7.950613483960919
großer,quadratischer,orangener,D,großer Aufkleber,12.4045527588068
großer,quadratischer,orangener,F,quadratischer Aufkleber,6.96202624992434
großer,quadratischer,orangener,C,orangener Aufkleber,14.59599834779812
großer,quadratischer,orangener,DF,großer quadratischer Aufkleber,7.401893205354679
großer,quadratischer,orangener,DC,großer orangener Aufkleber,8.750840503258326
großer,quadratischer,orangener,FD,quadratischer großer Aufkleber,7.745288900540639
großer,quadratischer,orangener,FC,quadratischer orangener Aufkleber,7.323676871603481
großer,quadratischer,orangener,CD,orangener großer Aufkleber,13.479654833464009
großer,quadratischer,orangener,CF,orangener quadratischer Aufkleber,9.922421405396554
großer,quadratischer,orangener,DFC,großer quadratischer orangener Aufkleber,7.481387714167091
großer,quadratischer,orangener,DCF,großer orangener quadratischer Aufkleber,6.93878864207036
großer,quadratischer,orangener,FDC,quadratischer großer orangener Aufkleber,7.403681824923653
großer,quadratischer,orangener,FCD,quadratischer orangener großer Aufkleber,8.012549939981444
großer,quadratischer,orangener,CDF,orangener großer quadratischer Aufkleber,9.617487910249553
großer,quadratischer,orangener,CFD,orangener quadratischer großer Aufkleber,10.587904833257175
großer,quadratischer,grauer,D,großer Aufkleber,12.4045527588068
großer,quadratischer,grauer,F,quadratischer Aufkleber,6.96202624992434
großer,quadratischer,grauer,C,grauer Aufkleber,10.716230720094364
großer,quadratischer,grauer,DF,großer quadratischer Aufkleber,7.401893205354679
großer,quadratischer,grauer,DC,großer grauer Aufkleber,9.824892107884066
großer,quadratischer,grauer,FD,quadratischer großer Aufkleber,7.745288900540639
großer,quadratischer,grauer,FC,quadratischer grauer Aufkleber,6.991045914500326
großer,quadratischer,grauer,CD,grauer großer Aufkleber,10.270433114931672
großer,quadratischer,grauer,CF,grauer quadratischer Aufkleber,7.608926608393932
großer,quadratischer,grauer,DFC,großer quadratischer grauer Aufkleber,7.822364645351315
großer,quadratischer,grauer,DCF,großer grauer quadratischer Aufkleber,7.387732153882635
großer,quadratischer,grauer,FDC,quadratischer großer grauer Aufkleber,7.354962579587236
großer,quadratischer,grauer,FCD,quadratischer grauer großer Aufkleber,7.470122850535576
großer,quadratischer,grauer,CDF,grauer großer quadratischer Aufkleber,7.675514851154994
großer,quadratischer,grauer,CFD,grauer quadratischer großer Aufkleber,8.657540603095855
großer,quadratischer,blauer,D,großer Aufkleber,12.4045527588068
großer,quadratischer,blauer,F,quadratischer Aufkleber,6.96202624992434
großer,quadratischer,blauer,C,blauer Aufkleber,6.907315816962466
großer,quadratischer,blauer,DF,großer quadratischer Aufkleber,7.401893205354679
großer,quadratischer,blauer,DC,großer blauer Aufkleber,11.943686033775506
großer,quadratischer,blauer,FD,quadratischer großer Aufkleber,7.745288900540639
großer,quadratischer,blauer,FC,quadratischer blauer Aufkleber,7.844191995468219
großer,quadratischer,blauer,CD,blauer großer Aufkleber,8.272580140849373
großer,quadratischer,blauer,CF,blauer quadratischer Aufkleber,6.007716534065924
großer,quadratischer,blauer,DFC,großer quadratischer blauer Aufkleber,8.389252483264098
großer,quadratischer,blauer,DCF,großer blauer quadratischer Aufkleber,7.556246258642843
großer,quadratischer,blauer,FDC,quadratischer großer blauer Aufkleber,8.19527600307835
großer,quadratischer,blauer,FCD,quadratischer blauer großer Aufkleber,8.201783826586999
großer,quadratischer,blauer,CDF,blauer großer quadratischer Aufkleber,6.293302668921463
großer,quadratischer,blauer,CFD,blauer quadratischer großer Aufkleber,7.221238501304764
großer,quadratischer,brauner,D,großer Aufkleber,12.4045527588068
großer,quadratischer,brauner,F,quadratischer Aufkleber,6.96202624992434
großer,quadratischer,brauner,C,brauner Aufkleber,9.18976361790073
großer,quadratischer,brauner,DF,großer quadratischer Aufkleber,7.401893205354679
großer,quadratischer,brauner,DC,großer brauner Aufkleber,9.329412842470727
großer,quadratischer,brauner,FD,quadratischer großer Aufkleber,7.745288900540639
großer,quadratischer,brauner,FC,quadratischer brauner Aufkleber,7.170668722645064
großer,quadratischer,brauner,CD,brauner großer Aufkleber,9.775337714795059
großer,quadratischer,brauner,CF,brauner quadratischer Aufkleber,7.124710142820297
großer,quadratischer,brauner,DFC,großer quadratischer brauner Aufkleber,7.581648784105884
großer,quadratischer,brauner,DCF,großer brauner quadratischer Aufkleber,7.627642448391426
großer,quadratischer,brauner,FDC,quadratischer großer brauner Aufkleber,7.132315903572055
großer,quadratischer,brauner,FCD,quadratischer brauner großer Aufkleber,7.404087703979688
großer,quadratischer,brauner,CDF,brauner großer quadratischer Aufkleber,7.496397672003793
großer,quadratischer,brauner,CFD,brauner quadratischer großer Aufkleber,8.215349818087057
großer,sternförmiger,schwarzer,D,großer Aufkleber,12.4045527588068
großer,sternförmiger,schwarzer,F,sternförmiger Aufkleber,8.053528590167828
großer,sternförmiger,schwarzer,C,schwarzer Aufkleber,7.177800499211044
großer,sternförmiger,schwarzer,DF,großer sternförmiger Aufkleber,7.81671054372155
großer,sternförmiger,schwarzer,DC,großer schwarzer Aufkleber,13.125803968966798
großer,sternförmiger,schwarzer,FD,sternförmiger großer Aufkleber,8.976605568698952
großer,sternförmiger,schwarzer,FC,sternförmiger schwarzer Aufkleber,8.129318592680653
großer,sternförmiger,schwarzer,CD,schwarzer großer Aufkleber,9.453083502914364
großer,sternförmiger,schwarzer,CF,schwarzer sternförmiger Aufkleber,6.447991432344112
großer,sternförmiger,schwarzer,DFC,großer sternförmiger schwarzer Aufkleber,8.213870767289636
großer,sternförmiger,schwarzer,DCF,großer schwarzer sternförmiger Aufkleber,8.39509095029559
großer,sternförmiger,schwarzer,FDC,sternförmiger großer schwarzer Aufkleber,8.515715454027141
großer,sternförmiger,schwarzer,FCD,sternförmiger schwarzer großer Aufkleber,9.139707035471206
großer,sternförmiger,schwarzer,CDF,schwarzer großer sternförmiger Aufkleber,7.262250860090717
großer,sternförmiger,schwarzer,CFD,schwarzer sternförmiger großer Aufkleber,7.557028435738967
großer,sternförmiger,grüner,D,großer Aufkleber,12.4045527588068
großer,sternförmiger,grüner,F,sternförmiger Aufkleber,8.053528590167828
großer,sternförmiger,grüner,C,grüner Aufkleber,7.179986742668811
großer,sternförmiger,grüner,DF,großer sternförmiger Aufkleber,7.81671054372155
großer,sternförmiger,grüner,DC,großer grüner Aufkleber,12.01491712017926
großer,sternförmiger,grüner,FD,sternförmiger großer Aufkleber,8.976605568698952
großer,sternförmiger,grüner,FC,sternförmiger grüner Aufkleber,8.814597911586187
großer,sternförmiger,grüner,CD,grüner großer Aufkleber,8.988906455819263
großer,sternförmiger,grüner,CF,grüner sternförmiger Aufkleber,7.251777804583775
großer,sternförmiger,grüner,DFC,großer sternförmiger grüner Aufkleber,8.439059346884571
großer,sternförmiger,grüner,DCF,großer grüner sternförmiger Aufkleber,8.435065221800933
großer,sternförmiger,grüner,FDC,sternförmiger großer grüner Aufkleber,8.972768291792901
großer,sternförmiger,grüner,FCD,sternförmiger grüner großer Aufkleber,9.71310338482324
großer,sternförmiger,grüner,CDF,grüner großer sternförmiger Aufkleber,6.907370163480139
großer,sternförmiger,grüner,CFD,grüner sternförmiger großer Aufkleber,8.24622207977814
großer,sternförmiger,orangener,D,großer Aufkleber,12.4045527588068
großer,sternförmiger,orangener,F,sternförmiger Aufkleber,8.053528590167828
großer,sternförmiger,orangener,C,orangener Aufkleber,14.59599834779812
großer,sternförmiger,orangener,DF,großer sternförmiger Aufkleber,7.81671054372155
großer,sternförmiger,orangener,DC,großer orangener Aufkleber,8.750840503258326
großer,sternförmiger,orangener,FD,sternförmiger großer Aufkleber,8.976605568698952
großer,sternförmiger,orangener,FC,sternförmiger orangener Aufkleber,8.023452952115543
großer,sternförmiger,orangener,CD,orangener großer Aufkleber,13.479654833464009
großer,sternförmiger,orangener,CF,orangener sternförmiger Aufkleber,8.893772532667992
großer,sternförmiger,orangener,DFC,großer sternförmiger orangener Aufkleber,7.893422373243
großer,sternförmiger,orangener,DCF,großer orangener sternförmiger Aufkleber,7.0299710918354075
großer,sternförmiger,orangener,FDC,sternförmiger großer orangener Aufkleber,8.246695376033312
großer,sternförmiger,orangener,FCD,sternförmiger orangener großer Aufkleber,9.050780310154874
großer,sternförmiger,orangener,CDF,orangener großer sternförmiger Aufkleber,8.875862259407139
großer,sternförmiger,orangener,CFD,orangener sternförmiger großer Aufkleber,9.56124476790319
großer,sternförmiger,grauer,D,großer Aufkleber,12.4045527588068
großer,sternförmiger,grauer,F,sternförmiger Aufkleber,8.053528590167828
großer,sternförmiger,grauer,C,grauer Aufkleber,10.716230720094364
großer,sternförmiger,grauer,DF,großer sternförmiger Aufkleber,7.81671054372155
großer,sternförmiger,grauer,DC,großer grauer Aufkleber,9.824892107884066
großer,sternförmiger,grauer,FD,sternförmiger großer Aufkleber,8.976605568698952
großer,sternförmiger,grauer,FC,sternförmiger grauer Aufkleber,7.8814269273106214
großer,sternförmiger,grauer,CD,grauer großer Aufkleber,10.270433114931672
großer,sternförmiger,grauer,CF,grauer sternförmiger Aufkleber,7.6277325673004786
großer,sternförmiger,grauer,DFC,großer sternförmiger grauer Aufkleber,8.126734037403487
großer,sternförmiger,grauer,DCF,großer grauer sternförmiger Aufkleber,8.117614829324136
großer,sternförmiger,grauer,FDC,sternförmiger großer grauer Aufkleber,8.23512575914447
großer,sternförmiger,grauer,FCD,sternförmiger grauer großer Aufkleber,8.48926177060203
großer,sternförmiger,grauer,CDF,grauer großer sternförmiger Aufkleber,7.951286968021697
großer,sternförmiger,grauer,CFD,grauer sternförmiger großer Aufkleber,8.53033397935048
großer,sternförmiger,blauer,D,großer Aufkleber,12.4045527588068
großer,sternförmiger,blauer,F,sternförmiger Aufkleber,8.053528590167828
großer,sternförmiger,blauer,C,blauer Aufkleber,6.907315816962466
großer,sternförmiger,blauer,DF,großer sternförmiger Aufkleber,7.81671054372155
großer,sternförmiger,blauer,DC,großer blauer Aufkleber,11.943686033775506
großer,sternförmiger,blauer,FD,sternförmiger großer Aufkleber,8.976605568698952
großer,sternförmiger,blauer,FC,sternförmiger blauer Aufkleber,8.74434919008416
großer,sternförmiger,blauer,CD,blauer großer Aufkleber,8.272580140849373
großer,sternförmiger,blauer,CF,blauer sternförmiger Aufkleber,6.360164020132095
großer,sternförmiger,blauer,DFC,großer sternförmiger blauer Aufkleber,8.574414508627825
