candidate,baseline,semantics,sufficient_form_pair_boost,three_word_penalty,utterance_rmse_gain,category_rmse_gain,target_abs_residual_reduction_mean,target_worst_abs_residual_harm,target_harm_ok,forward_gate_pass,rank_score,recommended_for_gpu_pilot,utterance_rmse_gate,category_rmse_gate,target_residual_gate,max_target_harm
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,1.25,0.5,0.00873847258619908,0.015767204723978925,0.07059985959003277,0.021665401314770405,True,True,0.09510553690021079,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,1.25,0.5,0.00858412181782768,0.015730233447039374,0.07037383863879666,0.02184961846072131,True,True,0.09468819390366372,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,1.0,1.0,0.005705700015539682,0.016415521975531273,0.0709358128081235,0.0,True,True,0.09305703479919446,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,1.25,0.75,0.0048785925351012074,0.015054432759214535,0.07309060865774909,0.015161184298315922,True,True,0.09302363395206484,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,1.0,1.0,0.0055706706291359445,0.016399015835901653,0.07079940557715157,0.0,True,True,0.09276909204218917,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,1.25,0.75,0.004720580099898251,0.015022454302630519,0.07285772457092507,0.015372488268562468,True,True,0.09260075897345384,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.5,0.75,0.012273335411985449,0.02300356034886148,0.05538249719939845,0.0015225650511497824,True,True,0.09065939296024539,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,0.5,0.75,0.012217463674389382,0.0230048901063273,0.055378140657537295,0.0014773315913459983,True,True,0.09060049443825398,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,1.0,0.25,0.014345318242119445,0.01691731531430344,0.05822519052931921,0.018377210441489267,True,True,0.0894878240857421,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,1.0,0.25,0.014239793054793844,0.016892003544429005,0.05825166029127293,0.018511691071577296,True,True,0.08938345689049579,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,0.5,1.0,0.00891556111707572,0.01686299586909366,0.06039421865994587,0.009878145453352305,True,True,0.08617277564611525,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.5,1.0,0.008976511702126426,0.016843715566665404,0.06034853379002241,0.009935937916805915,True,True,0.08616876105881424,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,1.25,0.25,0.0108216964419032,0.011057899938340839,0.0641797799546354,0.02894275093107565,True,True,0.08605937633487945,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,1.25,0.25,0.010682989737448668,0.011029979859680163,0.06409172572628286,0.029098992481214003,True,True,0.08580469532341169,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,1.25,1.0,0.0001652188080274522,0.010322737401132844,0.073032007459061,0.009481060421745124,True,True,0.08351996366822129,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,1.25,1.0,1.016245745777411e-05,0.01030176939526423,0.0728910636771754,0.009717635217038029,True,True,0.0832029955298974,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.5,0.5,0.013646205992130372,0.02351955925440934,0.04393415484739278,0.0,True,True,0.08109992009393249,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,0.5,0.5,0.013599832244527404,0.023509312780519112,0.04393816697056017,0.0,True,True,0.08104731199560669,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.75,0.25,0.014555951633626468,0.018615345614327258,0.04407187564687174,0.008331383822429317,True,True,0.07724317289482546,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,0.75,0.25,0.014490116486283448,0.018597911913243285,0.044092367897451856,0.008438203615669049,True,True,0.07718039629697859,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.75,0.009943028846237212,0.019469977044919165,0.044811694188089925,0.024985542961377005,True,True,0.07422470007924631,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,0.25,0.75,0.009920258254724292,0.019487995857533462,0.04480084125557566,0.024930212389098316,True,True,0.0742090953678334,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,0.25,1.0,0.007298644973652527,0.013265012417562328,0.05260560415786566,0.03388378084728738,True,True,0.07316926154908052,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,1.0,0.007324841630256658,0.01322753149340266,0.05256085472248376,0.03395293691265466,True,True,0.07311322784614308,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,1.25,0.0,0.01024686118020459,0.0009153927159046595,0.054614978858959,0.03687769726459875,True,True,0.06577723275506825,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,1.25,0.0,0.010138068974532191,0.0009095833175901888,0.0545530348667194,0.03700622761871358,True,True,0.06560068715884178,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.5,0.010583615629442648,0.020068279491172777,0.033307004050263884,0.013778926966504401,True,True,0.06395889917087931,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,0.25,0.5,0.010565775199401703,0.020070211799688497,0.03330307244267552,0.013740327879289471,True,True,0.06393905944176571,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,1.0,0.0,0.01212505374574608,0.005585470575297281,0.04534263185375883,0.028076936172496403,True,True,0.06305315617480219,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,1.0,0.0,0.012051149977546208,0.00558229678478258,0.04538084889881792,0.02818436754746939,True,True,0.0630142956611467,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.5,0.25,0.01226884047490967,0.017277519156763264,0.03172697285801917,0.0,True,True,0.061273332489692106,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,0.5,0.25,0.012236222001762422,0.017268281501100408,0.0317394189197584,0.0,True,True,0.06124392242262123,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,0.0,0.75,0.006558538873904514,0.014794963265168822,0.03581625686210478,0.04428741004465786,True,True,0.057169759001178114,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.0,0.75,0.006560214146120846,0.014766066589511316,0.035834679991125266,0.04435185345127346,True,True,0.05716096072675743,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,0.0,1.0,0.004456164957133767,0.008513546935294169,0.045007872105380826,0.05371066075824982,False,False,0.05426692323955895,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.0,1.0,0.0044581771256687885,0.008463796354135859,0.044891068161724564,0.05379003504886948,False,False,0.05402300659265974,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.75,0.0,0.011017551887160366,0.006785436566798659,0.03127166974648557,0.019855444392274546,True,True,0.0490746582004446,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,0.75,0.0,0.010976935390831014,0.006785447633963566,0.03130192181440442,0.01993774846609414,True,True,0.049064304839199005,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.0,0.5,0.006744952049267394,0.015628373917226726,0.024313296410848183,0.03256498695530685,True,True,0.04668662237734231,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,0.0,0.5,0.00674335793144238,0.015637593802702254,0.02430063452505847,0.03251859425274095,True,True,0.0466815862592031,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.25,0.008627631318535174,0.014184506048675351,0.021156375562422766,0.0,True,True,0.04396851292963329,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,0.25,0.25,0.008616066574926723,0.014180840644289386,0.021159559383124384,0.0,True,True,0.043956466602340497,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,0.5,0.0,0.007960938175160658,0.005605273786519632,0.019097431353687716,0.012435575177732583,True,True,0.032663643315368,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.5,0.0,0.007978123827647232,0.005603472846730892,0.01907676315144384,0.01238066267474286,True,True,0.032658359825821964,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.0,0.25,0.004542251355880315,0.010347766650528042,0.01225123065911149,0.01795233608822633,True,False,0.027141248665519847,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,0.0,0.25,0.004540980103216574,0.010346552254060878,0.012244733006538286,0.01792740269112658,True,False,0.027132265363815737,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,context_updating,0.25,0.0,0.004059222701761081,0.0030839367100551004,0.008707262980816113,0.005778165742357511,True,False,0.015850422392632294,False,0.005,0.02,0.03,0.05
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.0,0.004063785901259401,0.0030822397968141464,0.00869692738738763,0.005751177596195922,True,False,0.01584295308546118,False,0.005,0.02,0.03,0.05
