alpha,bias,color_semvalue,k
0.27341703,3.5281007,0.99186456,0.0014508077
0.31145266,3.0325308,0.9872158,0.0017667665
0.29863095,2.977172,0.9848994,0.0020253323
0.3024756,3.1673374,0.98036826,0.0009980524
0.286581,3.113452,0.9819772,0.0011114575
0.30472842,3.0244482,0.98318774,0.0009822003
0.31534383,2.8218937,0.98407215,0.0046137925
0.33234397,2.8720965,0.97818595,0.0034043463
0.3187524,2.9934125,0.9574134,0.0021507507
0.3248576,2.892782,0.97079754,0.0021084794
0.33000332,2.6844707,0.98533785,0.0029635164
0.3503393,2.8359451,0.9827031,0.0031227295
0.3354755,2.6619713,0.9830716,0.0038046318
0.31639698,2.7371612,0.98027784,0.0015049543
0.32068434,2.8890686,0.9855869,0.0029383097
0.3114356,3.2493706,0.97368956,0.0043230806
0.31279993,3.3850179,0.9735439,0.0048384154
0.33385485,2.8086238,0.9680865,0.0023879728
0.31131244,2.7573004,0.96573114,0.0030150514
0.31475037,3.265579,0.97271335,0.0018205201
0.3086704,2.9895778,0.98392236,0.0022386773
0.29924524,2.9216504,0.98198605,0.0023442854
0.3093365,3.0575616,0.9753705,0.0009920279
0.30579752,2.9832373,0.97885966,0.0019852368
0.35714674,2.5295377,0.97376186,0.0066006123
0.3131131,2.9106374,0.9785518,0.0018476134
0.30827418,2.894135,0.98923737,0.0018119514
0.28165498,3.5433102,0.97723615,0.000992528
0.28248438,3.5311184,0.97488564,0.0019029903
0.32559338,2.9005694,0.979999,0.003430225
0.33175975,2.7487154,0.9810752,0.0028944912
0.3152499,3.0028892,0.9762472,0.003694513
0.31634307,3.0948324,0.97070193,0.0030348068
0.30438307,3.2127361,0.9728305,0.0027245926
0.3071203,3.1141052,0.97589487,0.0026558947
0.28562748,3.634942,0.9610407,0.00166671
0.25981283,4.239447,0.9714849,0.00088543486
0.24435456,4.216932,0.96833044,0.0009145091
0.2552098,4.2538075,0.97056246,0.0008309171
0.30321062,3.2441525,0.98814607,0.0033877979
0.31864405,2.6770096,0.9794956,0.0011001969
0.27354205,3.5573099,0.98993206,0.0021006353
0.28563684,2.868841,0.99070764,0.00050480437
0.28523263,2.931774,0.9910796,0.00082172244
0.27831736,3.1882493,0.99237627,0.0010734525
0.28619257,3.2096028,0.9892625,0.00090680155
0.33139795,3.0421693,0.97349495,0.0040789633
0.3076194,3.109077,0.9745715,0.003128887
0.2966851,3.0339541,0.9854637,0.0018533708
0.30261463,3.141112,0.98681927,0.0018157682
0.3158956,3.1976771,0.97217643,0.0027265018
0.30460995,3.234012,0.975778,0.0035432342
0.33618715,2.4995883,0.9754735,0.0020147457
0.25571457,3.9273846,0.9887656,0.0016531809
0.2815123,3.5701537,0.99124384,0.0020460843
0.27867433,3.2793705,0.99026173,0.0016855948
0.2767735,3.2546592,0.98141277,0.00094360486
0.27801725,3.41353,0.982653,0.0011636828
0.2955413,3.2487857,0.98445547,0.0024475849
0.31664398,2.861265,0.97800624,0.0023824389
0.29058468,3.1119719,0.9914528,0.0011493356
0.31500626,2.9477062,0.9853711,0.0018499997
0.35612747,2.2569468,0.9850508,0.0023966227
0.2795356,3.5709825,0.98297197,0.0012840476
0.27626878,3.6360354,0.98512185,0.0014069162
0.3039446,3.2280722,0.9813526,0.0017479305
0.3239943,2.8959665,0.96661884,0.0027254892
0.29710075,3.2986217,0.98433846,0.0029745193
0.28061065,3.3590977,0.98606294,0.0017371617
0.35809246,2.6374319,0.9774045,0.005422359
0.34784243,2.747163,0.9783321,0.008413789
0.34137315,2.9088445,0.9727182,0.0052661723
0.33497643,2.9021351,0.9527192,0.0034484235
0.34710717,2.8352323,0.96280015,0.0043880306
0.2821002,3.7463596,0.97655815,0.0017289098
0.31167072,3.1567848,0.9820581,0.0027190102
0.31153348,2.7929547,0.98431605,0.0016592653
0.3084349,2.8165858,0.9819661,0.0016385544
0.28899822,3.1312985,0.9845313,0.0024118908
0.3022449,3.2876709,0.9829957,0.002115488
0.29333052,3.1760547,0.98010695,0.001985404
0.30184928,2.9800892,0.9856354,0.002126019
0.30425885,3.0780954,0.98812056,0.0019480416
0.31049788,3.0953598,0.98605937,0.003789205
0.30986795,2.922164,0.98272043,0.0015816168
0.3205186,2.8080475,0.9766616,0.0014657206
0.33104855,2.5867782,0.9725585,0.0039592283
0.30362964,2.8880544,0.98376423,0.0017840236
0.31989884,2.9459276,0.9842481,0.0024674607
0.30441517,3.1265306,0.97958595,0.0025886772
0.31278992,3.1927156,0.9751815,0.0022856905
0.30573398,2.8597207,0.9840099,0.002342059
0.30823216,3.2667222,0.976103,0.0027434467
0.29920712,3.030511,0.9865101,0.0012876912
0.28150442,3.5156093,0.98483986,0.0019521111
0.30089998,3.0563736,0.99105304,0.001460819
0.34196922,2.5959163,0.9769462,0.0036201854
0.29625782,3.3676198,0.9733853,0.0012842225
0.29690304,3.2366676,0.9720213,0.0017638131
0.30486783,3.2724736,0.9770742,0.0015980463
0.28856087,3.25694,0.9755393,0.0017854813
0.27985224,3.4085398,0.97495884,0.0017718322
0.29409912,3.3494751,0.98227066,0.0035958537
0.32954383,2.5091004,0.97929484,0.0017041106
0.31037742,2.958078,0.982796,0.0037512253
0.30100432,3.0615883,0.97427213,0.0019657426
0.30508932,3.0760818,0.97486013,0.0019888624
0.31329256,3.188633,0.9774456,0.0016811065
0.29933512,3.2450843,0.97997755,0.0020374137
0.29391462,3.4344783,0.97065204,0.0023504393
0.34681576,2.3808157,0.9842943,0.0027807928
0.28687227,3.6217377,0.9634372,0.0016851656
0.28983358,3.6903675,0.97741276,0.0036791014
0.29675284,3.4003072,0.9823465,0.0034354483
0.30706927,3.3244224,0.9623052,0.0040638065
0.29917058,3.464477,0.96120137,0.002133838
0.29640687,3.2678711,0.9698285,0.002314178
0.3009343,3.5667212,0.97741115,0.0028359715
0.29088315,3.5478382,0.9776053,0.003057273
0.28988984,3.1230462,0.97907054,0.0012919958
0.29595262,3.059448,0.9866571,0.002595676
0.2993077,3.4926624,0.9447781,0.0032511977
0.28548762,3.5619338,0.95296824,0.0036404259
0.3123272,3.5697732,0.95765156,0.0025387576
0.30289233,3.5093415,0.9589489,0.0030738863
0.31579435,3.2786765,0.96638685,0.0046286066
0.30818164,2.9473276,0.9859158,0.0018605544
0.30976757,3.1452792,0.9765736,0.0018186823
0.33793986,2.4853282,0.9775989,0.0027425336
0.33333594,2.7500172,0.9744614,0.0046026655
0.35116294,2.7435963,0.978566,0.0026832714
0.33440888,2.7136703,0.97728866,0.0028683965
0.30008015,3.1141427,0.9858882,0.0018497638
0.2966624,3.5601306,0.9712246,0.0022398948
0.29215205,3.3676372,0.98047227,0.0016388656
0.30559126,3.3730803,0.97791356,0.0022849306
0.28769985,3.6826043,0.97631663,0.0032279047
0.2897571,3.4115505,0.98170495,0.0019958643
0.29102406,3.3934207,0.98175573,0.0015314113
0.27587998,3.9386027,0.9808493,0.0012063168
0.27490547,3.5700574,0.97846633,0.0022619136
0.25775677,3.558104,0.99245876,0.00038725976
0.25348893,3.5420425,0.9919647,0.00047850295
0.2687267,3.7064767,0.99212974,0.0015182175
0.29812014,3.051093,0.97984856,0.001579297
0.31120527,2.9103813,0.98494035,0.002722242
0.33622345,2.6540098,0.98078364,0.00244864
0.30775535,2.9960308,0.9827727,0.0033736
0.31465876,2.9007523,0.9854563,0.0018874588
0.29177952,3.5713344,0.9764097,0.0026873937
0.28078645,3.6433847,0.96164423,0.0014992316
0.28078645,3.6433847,0.96164423,0.0014992316
0.26413602,3.4801717,0.9890325,0.0006173851
0.28335172,3.4903479,0.98771733,0.0010740883
0.29010752,3.5031514,0.9840231,0.0010287885
0.2828853,3.447495,0.98334783,0.0010392318
0.26791057,3.7628171,0.9925392,0.000981609
0.27349803,3.307075,0.9856076,0.00088816194
0.28544906,3.3254218,0.988003,0.0012043702
0.28544906,3.3254218,0.988003,0.0012043702
0.26927066,4.006917,0.9762899,0.0010998857
0.2595179,3.774415,0.97874,0.00082895433
0.35737887,2.2714024,0.9771089,0.0037206851
0.37248778,2.1316051,0.98050356,0.002889181
0.35695753,2.641704,0.9789619,0.0031938702
0.35991174,2.5902934,0.9702758,0.007033009
0.3598805,2.5571368,0.9745395,0.004082589
0.29730934,3.3985934,0.9750701,0.0015847462
0.31361893,2.7666445,0.98617876,0.0025352137
0.34411532,2.4171734,0.97461104,0.0031954069
0.27185586,3.6056232,0.98248106,0.0018122533
0.32707995,2.9044394,0.96508783,0.0029900146
0.32282937,2.856322,0.9695052,0.0025418825
0.31730002,3.0613163,0.97895765,0.0022012838
0.34880245,2.6562471,0.97500366,0.00408707
0.35323077,2.5816214,0.9697939,0.003668296
0.33073923,2.8934627,0.97426355,0.0040591527
0.34585539,2.7378762,0.97887415,0.0037942592
0.3320351,2.559958,0.97594064,0.004049081
0.29091698,3.0948348,0.98466635,0.0012612916
0.29763716,2.9749613,0.98921484,0.0013115198
0.294464,3.1702077,0.9903094,0.0021532152
0.30629098,3.040953,0.9873611,0.0018864331
0.32384124,2.975017,0.9656213,0.0032659248
0.28767884,2.9373724,0.99223,0.0007997425
0.28459862,2.8113632,0.9937522,0.0007472485
0.30352312,3.001697,0.97732997,0.0014461983
0.29281867,3.559513,0.98511976,0.0021958933
0.28558657,3.283532,0.98453134,0.0023262869
0.29459,3.295375,0.98379874,0.0014735515
0.3183005,2.9555678,0.97245187,0.003820716
0.3175239,3.2869377,0.9790348,0.0039287754
0.3158931,2.9480238,0.97031486,0.0039570644
0.30458695,3.225502,0.98154366,0.0014548377
0.29812634,3.2623281,0.97844774,0.002686333
0.27642083,3.6313584,0.97840345,0.0020792957
0.3316898,2.8189974,0.9785453,0.0033857294
0.33651966,2.8212,0.9790791,0.003249999
0.32569626,2.7044017,0.9804827,0.003842487
0.32348284,2.914192,0.98071164,0.002685614
0.3348316,2.6389124,0.9734385,0.003669389
0.34551582,2.7145073,0.9742396,0.0050886385
0.35242435,2.9624522,0.9305551,0.00639648
0.34692112,2.728707,0.9378121,0.0064480263
0.28735307,3.6518612,0.9844801,0.0017530776
0.2645167,3.621043,0.98588866,0.0015107061
0.28834942,3.5473566,0.9593007,0.0016636178
0.26918057,3.4721155,0.9927891,0.0012132776
0.2557295,3.4914021,0.9927857,0.0009594776
0.29124302,2.9715846,0.9910409,0.0011458026
0.2753076,3.6063318,0.9685289,0.0015676111
0.29465276,3.6495848,0.96374696,0.0017381476
0.34196833,2.65316,0.97644866,0.0051749824
0.34360266,3.1561356,0.95736015,0.0051554516
0.33159852,3.035471,0.9687422,0.0074699814
0.3435888,3.036119,0.97193515,0.0063126925
0.3335588,3.0073066,0.96686065,0.005061333
0.3050374,2.9364882,0.9747468,0.0019807222
0.32315192,2.9421496,0.9567837,0.004219459
0.31501484,3.5034115,0.9609757,0.0037009479
0.28775302,3.406993,0.9605953,0.0020804508
0.28178206,3.35697,0.9659788,0.0026600016
0.29178548,2.8726978,0.9882698,0.0015834452
0.3062984,3.204908,0.9717315,0.0030211592
0.32476085,2.900229,0.9715233,0.0024039072
0.29062015,3.2614634,0.9866606,0.002149885
0.313298,2.9586082,0.9828357,0.0015447881
0.33245453,3.1028054,0.96979403,0.004017062
0.319961,2.910461,0.9835276,0.0019641053
0.32981914,2.8522067,0.9770546,0.0019516281
0.31714272,2.6818695,0.97439086,0.0013740034
0.3352228,2.6867013,0.9777207,0.0017709293
0.29999092,3.405686,0.9871777,0.0023402283
0.31022936,2.7770185,0.97392255,0.0015492382
0.3483771,2.4771943,0.9799217,0.0030761668
0.338893,2.6446834,0.97975016,0.003992697
0.34472483,2.752837,0.981547,0.0050676162
0.32362857,2.9766998,0.96993536,0.0015249323
0.30579206,2.8320498,0.9789099,0.0017272917
0.303401,3.014161,0.9878298,0.0016842545
0.2984364,2.997548,0.98793226,0.0016722167
0.3067702,3.0344543,0.9878675,0.0012917571
0.27812546,3.0777438,0.98869205,0.0018101825
0.28346655,3.3623204,0.9740529,0.001982849
0.36624324,2.5904984,0.98243755,0.0048717153
0.33897793,2.494957,0.97183233,0.003618323
0.33348578,2.933696,0.97073823,0.0040847613
0.37974963,2.4025316,0.9667671,0.005485475
0.33970496,2.5511491,0.9831623,0.0027245032
0.33731234,2.7140608,0.9764325,0.0031449762
0.30210155,3.1680427,0.9769448,0.0038751133
0.34054512,3.020338,0.94229966,0.0042917174
0.34474492,2.8306828,0.94445896,0.0041859453
0.30730242,3.0325198,0.98119044,0.0022279075
0.32718927,2.8243244,0.97796166,0.0040391823
0.2710202,3.5670946,0.98724604,0.0016984546
0.2934398,3.459741,0.98584586,0.0023542172
0.28762987,3.1667922,0.9850209,0.0010533159
0.29674074,3.088348,0.99075586,0.0025801652
0.31801152,3.062508,0.97470915,0.0028850685
0.2926756,3.2617698,0.9827488,0.0019185935
0.30227014,2.9570103,0.98453367,0.001911339
0.31315768,2.9452224,0.96409744,0.0022063975
0.33390176,2.639917,0.9791014,0.001618347
0.3148483,2.7859025,0.9822108,0.0019524558
0.28741837,3.2831182,0.988565,0.0013454907
0.28280076,3.1821213,0.9915304,0.0014709528
0.27161407,3.4350998,0.9905003,0.0012275606
0.29482648,3.3130357,0.99021626,0.0018411645
0.2947608,2.8796372,0.98985225,0.0026062648
0.32243228,2.9552503,0.9857438,0.0023702483
0.310068,2.8574493,0.9821001,0.0033188027
0.33791825,2.8088713,0.9826056,0.0038229362
0.3105419,3.119683,0.96459574,0.0019838947
0.3152056,3.0054507,0.9777125,0.0019389072
0.29603416,3.4651556,0.97148514,0.0024118403
0.31615487,2.9123354,0.9841793,0.0026403088
0.33997664,2.6735373,0.97961825,0.0045774737
0.29039356,3.3965087,0.9834577,0.0019292716
0.287292,3.3759413,0.9800251,0.0013267063
0.30922192,2.8016148,0.98645836,0.0012416454
0.32578096,2.6637845,0.962308,0.0008438882
0.32330444,2.4313204,0.9797227,0.0010252817
0.29718056,3.0572612,0.98866475,0.0020618348
0.29783034,3.0976243,0.9828631,0.0021052824
0.3122623,2.953299,0.9820065,0.001810885
0.32130876,2.7386856,0.9791917,0.0014408777
0.3239782,2.994529,0.9665608,0.0066734212
0.30594015,3.0894368,0.9724124,0.0029876132
0.30876,3.1940422,0.9814547,0.0018705176
0.32506564,2.814796,0.98824346,0.00412774
0.31910938,2.9400287,0.98710734,0.005411374
0.32079664,3.025059,0.98510635,0.0038029891
0.31365687,2.95403,0.9825339,0.0027078923
0.3285954,2.851538,0.980231,0.0041921535
0.27780077,3.2468424,0.98639035,0.0012393992
0.3285061,2.7475288,0.9817047,0.0036151458
0.30695894,2.9143338,0.98516786,0.0017417222
0.27966613,3.226218,0.9849097,0.0011824004
0.28524953,3.1281905,0.9838435,0.0007028405
0.297585,3.1883185,0.9838562,0.0015755135
0.28685725,3.0085492,0.98920864,0.001351097
0.32185358,2.7989762,0.9767437,0.0024171018
0.31933612,2.6882398,0.9770522,0.0027456211
0.30321407,3.2819495,0.9813338,0.0011764348
0.26247045,3.78208,0.9818779,0.0019524002
0.27057028,4.032677,0.98917717,0.00061572273
0.3183335,3.3441026,0.97799915,0.0024017342
0.2976523,3.2851858,0.9842435,0.0016646784
0.31501353,2.5353007,0.97905934,0.0032923236
0.33611193,2.9664378,0.9740209,0.00263
0.32957613,2.8147378,0.97241014,0.004139244
0.31442422,2.9729395,0.97888845,0.0022690552
0.30759695,3.0838747,0.98053265,0.0024142587
0.308923,3.1066613,0.9802801,0.002428182
0.31147254,3.0250638,0.98488,0.0024626323
0.31914374,2.8555431,0.9755896,0.0016094729
0.30991298,2.9543934,0.9747335,0.0016319304
0.3059865,3.191934,0.9792326,0.0027347628
0.28795195,3.687397,0.95011616,0.002494011
0.2877286,3.142181,0.9896416,0.0014756521
0.29522574,3.2836595,0.9904343,0.0013086579
0.28116587,3.072374,0.992714,0.0012829705
0.32324845,2.5987713,0.97592306,0.0021821535
